# x_mm	value
0.0168561	15.002
0.0505682	17.8635
0.0842803	19.8429
0.117992	22.0421
0.151705	23.4462
0.185417	25.0442
0.219129	26.0893
0.252841	26.8274
0.286553	27.8154
0.320265	28.5515
0.353977	29.3543
0.387689	29.6184
0.421402	30.0227
0.455114	30.3098
0.488826	30.9167
0.522538	30.254
0.55625	30.4861
0.589962	31.5808
0.623674	31.9779
0.657386	32.4003
0.691098	32.5434
0.724811	32.5062
0.758523	32.8503
0.792235	33.4105
0.825947	33.8715
0.859659	34.4286
0.893371	34.9657
0.927083	35.4148
0.960795	36.2367
0.994508	36.417
1.02822	37.1211
1.06193	37.6248
1.09564	38.2906
1.12936	39.2375
1.16307	39.7767
1.19678	40.5127
1.23049	41.5284
1.2642	42.3428
1.29792	43.3451
1.33163	44.1507
1.36534	44.5467
1.39905	45.3901
1.43277	45.3076
1.46648	45.0616
1.50019	44.7904
1.5339	44.0111
1.56761	42.2265
1.60133	40.8218
1.63504	38.7319
1.66875	36.5068
1.70246	34.1901
1.73617	31.8006
1.76989	29.2059
1.8036	26.3471
1.83731	23.1216
1.87102	19.6151
1.90473	16.4193
1.93845	12.944
1.97216	9.54841
2.00587	7.37751
2.03958	5.36079
2.0733	4.41149
2.10701	3.67744
2.14072	3.14013
2.17443	3.00054
2.20814	2.90398
2.24186	2.82476
2.27557	2.9413
2.30928	3.09584
2.34299	2.89616
2.3767	3.67068
2.41042	4.36104
2.44413	5.54494
2.47784	6.4043
2.51155	7.50095
2.54527	9.1036
2.57898	10.1458
2.61269	11.458
2.6464	12.7645
2.68011	14.2288
2.71383	16.0526
2.74754	17.9666
2.78125	19.7214
2.81496	21.1298
2.84867	22.7236
2.88239	23.8828
2.9161	24.7472
2.94981	25.7238
2.98352	25.8954
3.01723	26.1464
3.05095	26.7945
3.08466	26.615
3.11837	26.217
3.15208	26.028
3.1858	25.9235
3.21951	25.6513
3.25322	25.0223
3.28693	24.7601
3.32064	24.6061
3.35436	23.8859
3.38807	23.5271
3.42178	23.3356
3.45549	22.7401
3.4892	22.3594
3.52292	21.5904
3.55663	21.3398
3.59034	20.9322
3.62405	20.655
3.65777	20.0213
3.69148	19.8417
3.72519	19.3212
3.7589	18.8709
3.79261	18.7571
3.82633	18.3396
3.86004	18.2166
3.89375	17.7139
3.92746	17.4796
3.96117	17.5385
3.99489	17.0429
4.0286	16.9597
4.06231	16.5682
4.09602	16.2162
4.12973	15.6907
4.16345	15.1947
4.19716	14.4371
4.23087	13.7024
4.26458	13.1533
4.2983	12.2333
4.33201	11.1608
4.36572	9.72973
4.39943	8.14159
4.43314	6.34773
