# x_mm	value
0.0180894	15.1643
0.0542683	15.3781
0.0904472	16.3295
0.126626	18.5555
0.162805	20.6688
0.198984	23.6086
0.235163	25.7231
0.271341	27.15
0.30752	29.1371
0.343699	31.4058
0.379878	34.427
0.416057	36.8385
0.452236	38.0284
0.488415	38.827
0.524593	40.7745
0.560772	41.8874
0.596951	43.1502
0.63313	44.2818
0.669309	45.5749
0.705488	47.2523
0.741667	48.9179
0.777846	50.5635
0.814024	51.7865
0.850203	52.9619
0.886382	54.1426
0.922561	54.6693
0.95874	55.1862
0.994919	55.9658
1.0311	56.1263
1.06728	56.5374
1.10346	57.0039
1.13963	57.5269
1.17581	58.0669
1.21199	58.9949
1.24817	59.7184
1.28435	59.5147
1.32053	59.2294
1.35671	59.6637
1.39289	59.8621
1.42907	59.3506
1.46524	59.1052
1.50142	57.8616
1.5376	55.2273
1.57378	53.7522
1.60996	52.0351
1.64614	50.2117
1.68232	49.309
1.7185	48.3447
1.75467	48.8779
1.79085	49.1761
1.82703	49.8672
1.86321	nan
1.89939	nan
1.93557	nan
1.97175	nan
2.00793	nan
2.04411	nan
2.08028	nan
2.11646	nan
2.15264	nan
2.18882	nan
2.225	nan
2.26118	nan
2.29736	nan
2.33354	nan
2.36972	nan
2.40589	nan
2.44207	nan
2.47825	nan
2.51443	nan
2.55061	nan
2.58679	nan
2.62297	38.8246
2.65915	41.2722
2.69533	45.6166
2.7315	50.3567
2.76768	54.6602
2.80386	58.3333
2.84004	63.0884
2.87622	66.5584
2.9124	69.0711
2.94858	70.4369
2.98476	71.1087
3.02093	71.2735
3.05711	71.4148
3.09329	71.4117
3.12947	71.1607
3.16565	70.5856
3.20183	69.8106
3.23801	68.9677
3.27419	68.7981
3.31037	67.8758
3.34654	66.2469
3.38272	65.1373
3.4189	64.3305
3.45508	64.8336
3.49126	65.0377
3.52744	64.3034
3.56362	61.734
3.5998	59.5308
3.63598	57.7956
3.67215	56.4943
3.70833	55.2561
3.74451	53.9591
3.78069	52.6705
3.81687	51.0491
3.85305	49.7191
3.88923	48.3641
3.92541	47.5731
3.96159	46.1263
3.99776	43.8783
4.03394	41.4883
4.07012	38.5834
4.1063	36.0279
4.14248	32.9858
4.17866	30.3253
4.21484	27.3247
4.25102	23.1243
4.2872	20.447
4.32337	17.1132
4.35955	14.3657
4.39573	12.6975
4.43191	11.0857
