# x_mm	value
0.0180894	17.8149
0.0542683	21.9324
0.0904472	24.3393
0.126626	26.7394
0.162805	28.0854
0.198984	30.3958
0.235163	32.9522
0.271341	34.8482
0.30752	37.7768
0.343699	39.181
0.379878	40.5711
0.416057	42.2679
0.452236	44.7524
0.488415	46.7922
0.524593	48.0722
0.560772	49.0311
0.596951	50.0712
0.63313	50.1228
0.669309	50.2023
0.705488	50.9952
0.741667	52.9213
0.777846	54.0896
0.814024	54.4415
0.850203	54.3218
0.886382	54.5528
0.922561	55.1569
0.95874	57.1654
0.994919	57.7226
1.0311	58.8818
1.06728	59.5752
1.10346	61.0636
1.13963	63.5592
1.17581	66.4146
1.21199	68.6013
1.24817	69.9137
1.28435	70.6069
1.32053	71.1004
1.35671	72.2693
1.39289	72.9946
1.42907	73.4188
1.46524	74.0106
1.50142	74.7412
1.5376	74.7031
1.57378	73.8039
1.60996	72.4205
1.64614	70.4689
1.68232	67.0293
1.7185	63.1321
1.75467	58.502
1.79085	50.6693
1.82703	40.6132
1.86321	nan
1.89939	nan
1.93557	nan
1.97175	nan
2.00793	nan
2.04411	nan
2.08028	nan
2.11646	nan
2.15264	nan
2.18882	nan
2.225	nan
2.26118	nan
2.29736	nan
2.33354	nan
2.36972	nan
2.40589	nan
2.44207	nan
2.47825	nan
2.51443	nan
2.55061	nan
2.58679	nan
2.62297	63.574
2.65915	59.3243
2.69533	55.2683
2.7315	53.4196
2.76768	55.3234
2.80386	57.2867
2.84004	60.4967
2.87622	63.5495
2.9124	65.7654
2.94858	67.1894
2.98476	67.7692
3.02093	67.9294
3.05711	68.0566
3.09329	67.9801
3.12947	68.1063
3.16565	68.6036
3.20183	69.1239
3.23801	68.5642
3.27419	67.63
3.31037	66.2878
3.34654	65.3349
3.38272	64.049
3.4189	63.0749
3.45508	61.9282
3.49126	61.6465
3.52744	60.7684
3.56362	59.6794
3.5998	58.5336
3.63598	57.5009
3.67215	55.3119
3.70833	53.5056
3.74451	51.622
3.78069	49.9409
3.81687	48.5636
3.85305	47.5208
3.88923	47.2124
3.92541	46.8291
3.96159	46.6878
3.99776	45.6356
4.03394	45.2434
4.07012	42.9836
4.1063	40.555
4.14248	37.7065
4.17866	34.6369
4.21484	32.0858
4.25102	28.8189
4.2872	26.3689
4.32337	23.9585
4.35955	22.8533
4.39573	22.3638
4.43191	20.135
