# x_mm	value
0.0180894	10.507
0.0542683	10.8422
0.0904472	11.6082
0.126626	12.102
0.162805	12.7818
0.198984	14.4283
0.235163	15.8847
0.271341	17.1478
0.30752	18.7709
0.343699	20.1354
0.379878	21.9244
0.416057	25.0918
0.452236	26.3991
0.488415	27.298
0.524593	28.5511
0.560772	29.9094
0.596951	31.3514
0.63313	32.3503
0.669309	33.7719
0.705488	35.9575
0.741667	37.6694
0.777846	38.9248
0.814024	40.5486
0.850203	42.064
0.886382	43.4021
0.922561	44.2689
0.95874	45.4515
0.994919	46.4407
1.0311	47.6808
1.06728	48.3232
1.10346	49.1529
1.13963	50.2827
1.17581	51.1299
1.21199	53.1032
1.24817	54.1587
1.28435	53.9627
1.32053	53.9428
1.35671	53.5401
1.39289	53.5524
1.42907	53.8284
1.46524	54.3931
1.50142	53.9009
1.5376	52.8308
1.57378	51.7016
1.60996	49.1271
1.64614	47.4976
1.68232	45.7847
1.7185	44.7904
1.75467	43.1051
1.79085	41.999
1.82703	42.2997
1.86321	nan
1.89939	nan
1.93557	nan
1.97175	nan
2.00793	nan
2.04411	nan
2.08028	nan
2.11646	nan
2.15264	nan
2.18882	nan
2.225	nan
2.26118	nan
2.29736	nan
2.33354	nan
2.36972	nan
2.40589	nan
2.44207	nan
2.47825	nan
2.51443	nan
2.55061	nan
2.58679	nan
2.62297	40.5229
2.65915	39.8482
2.69533	41.2683
2.7315	41.9783
2.76768	43.5319
2.80386	45.4603
2.84004	47.8006
2.87622	49.7091
2.9124	51.9254
2.94858	54.0232
2.98476	54.3312
3.02093	54.3099
3.05711	54.2313
3.09329	54.04
3.12947	54.2741
3.16565	54.0485
3.20183	53.7204
3.23801	52.9649
3.27419	52.435
3.31037	51.807
3.34654	50.4207
3.38272	49.1766
3.4189	47.1876
3.45508	46.5819
3.49126	46.552
3.52744	46.1212
3.56362	44.7705
3.5998	42.3769
3.63598	39.7907
3.67215	37.9793
3.70833	37.0014
3.74451	35.664
3.78069	34.8516
3.81687	33.6894
3.85305	32.2625
3.88923	30.8642
3.92541	29.4222
3.96159	27.4318
3.99776	25.3873
4.03394	23.3751
4.07012	21.5062
4.1063	20.3413
4.14248	18.4985
4.17866	16.8394
4.21484	15.4377
4.25102	12.9658
4.2872	10.9028
4.32337	8.48814
4.35955	6.50666
4.39573	5.51295
4.43191	5.08139
