# x_mm	value
0.0180894	13.0644
0.0542683	14.1934
0.0904472	15.2807
0.126626	16.768
0.162805	19.0524
0.198984	22.1202
0.235163	24.4155
0.271341	27.9767
0.30752	29.2685
0.343699	29.7387
0.379878	30.6347
0.416057	32.6394
0.452236	34.9247
0.488415	36.8897
0.524593	38.8907
0.560772	40.6764
0.596951	42.5572
0.63313	44.5709
0.669309	46.2536
0.705488	47.102
0.741667	48.1043
0.777846	49.3251
0.814024	50.6965
0.850203	51.7236
0.886382	53.5335
0.922561	54.8046
0.95874	55.7472
0.994919	56.1878
1.0311	56.3144
1.06728	55.8677
1.10346	55.7006
1.13963	55.6612
1.17581	55.6149
1.21199	55.7314
1.24817	55.5932
1.28435	55.9995
1.32053	56.775
1.35671	57.6085
1.39289	57.1682
1.42907	56.0074
1.46524	54.2632
1.50142	52.8792
1.5376	51.7698
1.57378	51.2602
1.60996	50.0576
1.64614	48.9916
1.68232	46.6997
1.7185	45.6257
1.75467	44.6799
1.79085	42.4411
1.82703	44.4508
1.86321	nan
1.89939	nan
1.93557	nan
1.97175	nan
2.00793	nan
2.04411	nan
2.08028	nan
2.11646	nan
2.15264	nan
2.18882	nan
2.225	nan
2.26118	nan
2.29736	nan
2.33354	nan
2.36972	nan
2.40589	nan
2.44207	nan
2.47825	nan
2.51443	nan
2.55061	nan
2.58679	nan
2.62297	16.987
2.65915	20.9274
2.69533	26.1475
2.7315	34.4268
2.76768	39.3461
2.80386	43.1691
2.84004	44.4528
2.87622	46.8588
2.9124	48.2178
2.94858	49.4706
2.98476	49.5167
3.02093	49.711
3.05711	50.4205
3.09329	50.8938
3.12947	52.0425
3.16565	53.0242
3.20183	53.2279
3.23801	52.9863
3.27419	52.9429
3.31037	52.902
3.34654	52.5842
3.38272	52.6548
3.4189	52.188
3.45508	51.5419
3.49126	51.1423
3.52744	50.5544
3.56362	49.7231
3.5998	49.1019
3.63598	47.4952
3.67215	46.2609
3.70833	44.9525
3.74451	43.8737
3.78069	42.215
3.81687	40.6756
3.85305	39.858
3.88923	38.8791
3.92541	37.4771
3.96159	36.0083
3.99776	33.4514
4.03394	31.0835
4.07012	28.4741
4.1063	26.6549
4.14248	23.4432
4.17866	20.189
4.21484	17.4639
4.25102	15.8934
4.2872	14.456
4.32337	14.8202
4.35955	15.8367
4.39573	15.1777
4.43191	13.8896
