# x_mm	value
0.0180894	10.8515
0.0542683	12.0063
0.0904472	13.6575
0.126626	15.5919
0.162805	19.1584
0.198984	22.5167
0.235163	25.6255
0.271341	28.301
0.30752	30.732
0.343699	33.3542
0.379878	35.7723
0.416057	38.4759
0.452236	40.5941
0.488415	42.9502
0.524593	44.4312
0.560772	45.717
0.596951	46.8229
0.63313	48.3608
0.669309	49.9291
0.705488	51.5451
0.741667	53.0737
0.777846	53.9137
0.814024	55.2369
0.850203	57.2254
0.886382	59.5391
0.922561	61.5599
0.95874	62.4792
0.994919	62.3418
1.0311	61.5355
1.06728	62.0338
1.10346	63.0555
1.13963	64.3551
1.17581	65.3888
1.21199	65.8368
1.24817	66.6162
1.28435	67.1285
1.32053	67.5635
1.35671	67.471
1.39289	67.4002
1.42907	67.3161
1.46524	66.7186
1.50142	65.9726
1.5376	63.8051
1.57378	60.8617
1.60996	57.1206
1.64614	52.0567
1.68232	48.1186
1.7185	43.4608
1.75467	39.6162
1.79085	34.1544
1.82703	32.6557
1.86321	nan
1.89939	nan
1.93557	nan
1.97175	nan
2.00793	nan
2.04411	nan
2.08028	nan
2.11646	nan
2.15264	nan
2.18882	nan
2.225	nan
2.26118	nan
2.29736	nan
2.33354	nan
2.36972	nan
2.40589	nan
2.44207	nan
2.47825	nan
2.51443	nan
2.55061	nan
2.58679	nan
2.62297	42.7771
2.65915	40.8262
2.69533	41.103
2.7315	40.9752
2.76768	41.6143
2.80386	43.2125
2.84004	44.6954
2.87622	46.5997
2.9124	47.8771
2.94858	50.1883
2.98476	51.418
3.02093	51.5765
3.05711	51.3934
3.09329	50.9186
3.12947	50.3339
3.16565	50.4661
3.20183	50.8278
3.23801	50.2953
3.27419	48.9789
3.31037	48.4549
3.34654	48.1155
3.38272	47.9353
3.4189	47.4966
3.45508	47.2914
3.49126	46.7011
3.52744	46.422
3.56362	46.0675
3.5998	45.1711
3.63598	44.1204
3.67215	42.8995
3.70833	41.5563
3.74451	39.9138
3.78069	37.9098
3.81687	36.9099
3.85305	36.0128
3.88923	34.3978
3.92541	32.6134
3.96159	30.3607
3.99776	29.4161
4.03394	28.3743
4.07012	25.9318
4.1063	23.2107
4.14248	21.2341
4.17866	19.1537
4.21484	18.0888
4.25102	16.7843
4.2872	14.0355
4.32337	12.3733
4.35955	11.0332
4.39573	10.7277
4.43191	10.6344
