# x_mm	value
0.0180894	11.9132
0.0542683	13.9671
0.0904472	17.5314
0.126626	19.4616
0.162805	22.3734
0.198984	26.7649
0.235163	28.8431
0.271341	32.2584
0.30752	34.6261
0.343699	37.195
0.379878	38.7796
0.416057	40.1888
0.452236	41.6303
0.488415	44.377
0.524593	46.2439
0.560772	48.3805
0.596951	50.3395
0.63313	51.9555
0.669309	53.8326
0.705488	55.8684
0.741667	57.5191
0.777846	58.8796
0.814024	59.7277
0.850203	60.51
0.886382	61.4264
0.922561	62.6558
0.95874	63.7424
0.994919	64.5779
1.0311	65.5393
1.06728	66.8387
1.10346	68.1686
1.13963	70.2136
1.17581	71.7391
1.21199	72.7199
1.24817	73.4674
1.28435	73.5016
1.32053	73.6845
1.35671	73.6713
1.39289	73.3902
1.42907	72.5266
1.46524	71.5394
1.50142	70.8926
1.5376	70.0097
1.57378	69.1378
1.60996	67.2441
1.64614	65.2031
1.68232	63.023
1.7185	59.0647
1.75467	56.4562
1.79085	52.9033
1.82703	48.6063
1.86321	nan
1.89939	nan
1.93557	nan
1.97175	nan
2.00793	nan
2.04411	nan
2.08028	nan
2.11646	nan
2.15264	nan
2.18882	nan
2.225	nan
2.26118	nan
2.29736	nan
2.33354	nan
2.36972	nan
2.40589	nan
2.44207	nan
2.47825	nan
2.51443	nan
2.55061	nan
2.58679	nan
2.62297	58.8623
2.65915	60.1558
2.69533	60.6354
2.7315	59.5514
2.76768	58.979
2.80386	60.0671
2.84004	60.353
2.87622	61.8787
2.9124	62.834
2.94858	63.5911
2.98476	65.132
3.02093	66.5204
3.05711	67.7394
3.09329	69.153
3.12947	70.1426
3.16565	70.6735
3.20183	69.9592
3.23801	69.1507
3.27419	68.6751
3.31037	68.0495
3.34654	67.1956
3.38272	65.7911
3.4189	65.0189
3.45508	64.1777
3.49126	63.0296
3.52744	62.2968
3.56362	60.9954
3.5998	59.8596
3.63598	58.4155
3.67215	56.8192
3.70833	55.2134
3.74451	54.0466
3.78069	53.1788
3.81687	51.6947
3.85305	51.2673
3.88923	50.591
3.92541	49.073
3.96159	47.1839
3.99776	44.9798
4.03394	43.2903
4.07012	41.4993
4.1063	39.3907
4.14248	38.3221
4.17866	35.7851
4.21484	31.6876
4.25102	28.0776
4.2872	25.5023
4.32337	22.7193
4.35955	21.3258
4.39573	18.7672
4.43191	16.8779
