# x_mm	value
0.0180894	12.6136
0.0542683	14.4591
0.0904472	16.8522
0.126626	17.819
0.162805	20.0354
0.198984	22.7175
0.235163	25.6363
0.271341	29.1916
0.30752	33.1288
0.343699	35.2001
0.379878	37.2652
0.416057	39.3454
0.452236	41.0075
0.488415	43.7795
0.524593	45.4506
0.560772	46.8852
0.596951	48.3013
0.63313	49.2707
0.669309	50.3241
0.705488	51.2065
0.741667	52.1818
0.777846	53.2831
0.814024	54.2103
0.850203	55.3693
0.886382	56.1902
0.922561	57.4472
0.95874	57.8502
0.994919	58.5865
1.0311	59.5665
1.06728	60.2493
1.10346	61.3427
1.13963	61.8633
1.17581	62.3699
1.21199	62.4012
1.24817	62.7086
1.28435	62.6809
1.32053	61.9388
1.35671	60.8216
1.39289	58.7223
1.42907	56.9394
1.46524	55.2684
1.50142	53.5412
1.5376	52.5925
1.57378	51.4848
1.60996	50.6192
1.64614	49.8699
1.68232	48.0221
1.7185	45.9419
1.75467	44.9485
1.79085	44.553
1.82703	38.8515
1.86321	nan
1.89939	nan
1.93557	nan
1.97175	nan
2.00793	nan
2.04411	nan
2.08028	nan
2.11646	nan
2.15264	nan
2.18882	nan
2.225	nan
2.26118	nan
2.29736	nan
2.33354	nan
2.36972	nan
2.40589	nan
2.44207	nan
2.47825	nan
2.51443	nan
2.55061	nan
2.58679	nan
2.62297	41.6556
2.65915	42.1609
2.69533	43.4937
2.7315	47.0868
2.76768	48.1425
2.80386	49.1875
2.84004	50.9462
2.87622	52.9032
2.9124	53.5592
2.94858	54.6075
2.98476	55.3578
3.02093	56.3726
3.05711	57.5275
3.09329	58.165
3.12947	58.6401
3.16565	58.5775
3.20183	58.2319
3.23801	57.5317
3.27419	56.6123
3.31037	54.8306
3.34654	52.9624
3.38272	51.5595
3.4189	50.2111
3.45508	49.0767
3.49126	48.1394
3.52744	47.2212
3.56362	46.0874
3.5998	44.898
3.63598	43.7096
3.67215	42.6721
3.70833	41.5258
3.74451	39.6177
3.78069	37.5196
3.81687	35.2792
3.85305	33.8176
3.88923	31.3407
3.92541	29.8566
3.96159	28.088
3.99776	26.2984
4.03394	24.3799
4.07012	23.2025
4.1063	21.8294
4.14248	20.3522
4.17866	17.9231
4.21484	16.0668
4.25102	14.1005
4.2872	12.3972
4.32337	10.8232
4.35955	8.66973
4.39573	7.38021
4.43191	6.19225
