# x_mm	value
0.0180894	18.3818
0.0542683	21.3466
0.0904472	23.3525
0.126626	23.8359
0.162805	23.761
0.198984	24.74
0.235163	27.4787
0.271341	29.3496
0.30752	31.773
0.343699	33.4207
0.379878	35.8099
0.416057	37.5256
0.452236	39.7569
0.488415	40.442
0.524593	41.544
0.560772	43.2105
0.596951	44.7721
0.63313	46.6908
0.669309	47.9147
0.705488	48.7252
0.741667	49.6186
0.777846	51.4022
0.814024	53.9241
0.850203	56.3983
0.886382	57.7225
0.922561	58.8876
0.95874	59.361
0.994919	59.9155
1.0311	60.5812
1.06728	61.3283
1.10346	62.1377
1.13963	63.0149
1.17581	64.3357
1.21199	65.5901
1.24817	66.1028
1.28435	65.9993
1.32053	65.3155
1.35671	64.4584
1.39289	63.8456
1.42907	63.1343
1.46524	60.8988
1.50142	59.2496
1.5376	55.8293
1.57378	51.8008
1.60996	47.6386
1.64614	40.7871
1.68232	35.45
1.7185	31.1297
1.75467	26.2736
1.79085	23.7047
1.82703	18.9027
1.86321	nan
1.89939	nan
1.93557	nan
1.97175	nan
2.00793	nan
2.04411	nan
2.08028	nan
2.11646	nan
2.15264	nan
2.18882	nan
2.225	nan
2.26118	nan
2.29736	nan
2.33354	nan
2.36972	nan
2.40589	nan
2.44207	nan
2.47825	nan
2.51443	nan
2.55061	nan
2.58679	nan
2.62297	49.0301
2.65915	47.7198
2.69533	47.1868
2.7315	46.4208
2.76768	47.1009
2.80386	48.9247
2.84004	51.8032
2.87622	53.4369
2.9124	54.1119
2.94858	53.7367
2.98476	53.8072
3.02093	53.7945
3.05711	54.2297
3.09329	54.1859
3.12947	54.6584
3.16565	54.5515
3.20183	54.1971
3.23801	52.8651
3.27419	51.0317
3.31037	49.9487
3.34654	49.1876
3.38272	48.8577
3.4189	48.8155
3.45508	48.7328
3.49126	47.6179
3.52744	46.1491
3.56362	45.4432
3.5998	45.5059
3.63598	45.3584
3.67215	44.3823
3.70833	43.1998
3.74451	41.2837
3.78069	39.233
3.81687	37.2848
3.85305	35.9754
3.88923	35.031
3.92541	33.5212
3.96159	30.8364
3.99776	28.4414
4.03394	24.8288
4.07012	22.7139
4.1063	20.9324
4.14248	18.7151
4.17866	17.4684
4.21484	15.5732
4.25102	14.1611
4.2872	12.1042
4.32337	9.50407
4.35955	7.81955
4.39573	5.87359
4.43191	4.98627
