# x_mm	value
0.0180894	13.8713
0.0542683	17.1827
0.0904472	19.1696
0.126626	19.9486
0.162805	20.2839
0.198984	20.8468
0.235163	22.7686
0.271341	23.4957
0.30752	24.4962
0.343699	25.7967
0.379878	27.4445
0.416057	28.9229
0.452236	30.8275
0.488415	33.0622
0.524593	34.7987
0.560772	36.8799
0.596951	37.521
0.63313	38.0895
0.669309	38.4424
0.705488	39.5905
0.741667	42.61
0.777846	44.0735
0.814024	45.3992
0.850203	45.6624
0.886382	46.382
0.922561	47.7549
0.95874	49.6166
0.994919	50.5605
1.0311	52.5606
1.06728	52.8932
1.10346	54.0176
1.13963	56.21
1.17581	60.1325
1.21199	63.0733
1.24817	64.9532
1.28435	65.2336
1.32053	66.2783
1.35671	67.5055
1.39289	68.7156
1.42907	69.3529
1.46524	69.7389
1.50142	69.9788
1.5376	69.8245
1.57378	68.9639
1.60996	68.1379
1.64614	66.2785
1.68232	63.8495
1.7185	59.0502
1.75467	54.3501
1.79085	47.9826
1.82703	38.6083
1.86321	nan
1.89939	nan
1.93557	nan
1.97175	nan
2.00793	nan
2.04411	nan
2.08028	nan
2.11646	nan
2.15264	nan
2.18882	nan
2.225	nan
2.26118	nan
2.29736	nan
2.33354	nan
2.36972	nan
2.40589	nan
2.44207	nan
2.47825	nan
2.51443	nan
2.55061	nan
2.58679	nan
2.62297	51.8029
2.65915	48.3419
2.69533	45.6167
2.7315	44.2687
2.76768	45.1997
2.80386	47.155
2.84004	50.9005
2.87622	54.4501
2.9124	56.3554
2.94858	57.8658
2.98476	58.9653
3.02093	59.3378
3.05711	59.7596
3.09329	60.2939
3.12947	60.7117
3.16565	61.8155
3.20183	62.4483
3.23801	62.0533
3.27419	61.4929
3.31037	60.673
3.34654	60.088
3.38272	59.3119
3.4189	58.5734
3.45508	57.6462
3.49126	57.4147
3.52744	56.88
3.56362	56.3038
3.5998	55.5903
3.63598	54.7674
3.67215	52.8658
3.70833	51.4344
3.74451	49.8752
3.78069	48.0323
3.81687	46.8775
3.85305	45.6476
3.88923	44.2041
3.92541	43.8047
3.96159	43.2866
3.99776	43.0284
4.03394	42.6743
4.07012	41.0941
4.1063	39.2097
4.14248	36.8569
4.17866	33.7056
4.21484	31.095
4.25102	28.1294
4.2872	25.7595
4.32337	23.8308
4.35955	21.7711
4.39573	20.483
4.43191	19.0998
