# x_rel_mm	value	x_abs_mm	center_mm
-3.39476	5.74254	3.71649	7.11125
-3.37258	5.82851	3.73868	7.11125
-3.35039	6.33159	3.76087	7.11125
-3.3282	6.14987	3.78305	7.11125
-3.30601	5.99086	3.80524	7.11125
-3.28382	6.06272	3.82743	7.11125
-3.26164	5.87413	3.84962	7.11125
-3.23945	5.86928	3.87181	7.11125
-3.21726	5.77602	3.89399	7.11125
-3.19507	5.44904	3.91618	7.11125
-3.17288	5.21711	3.93837	7.11125
-3.1507	5.56161	3.96056	7.11125
-3.12851	5.57094	3.98275	7.11125
-3.10632	5.76372	4.00493	7.11125
-3.08413	5.61029	4.02712	7.11125
-3.06194	5.64184	4.04931	7.11125
-3.03976	5.6466	4.0715	7.11125
-3.01757	5.61707	4.09369	7.11125
-2.99538	5.38465	4.11587	7.11125
-2.97319	5.27	4.13806	7.11125
-2.951	5.37294	4.16025	7.11125
-2.92882	5.25728	4.18244	7.11125
-2.90663	4.65113	4.20463	7.11125
-2.88444	4.56328	4.22681	7.11125
-2.86225	5.00872	4.249	7.11125
-2.84006	4.99639	4.27119	7.11125
-2.81788	5.1005	4.29338	7.11125
-2.79569	4.92255	4.31557	7.11125
-2.7735	4.80444	4.33775	7.11125
-2.75131	4.85482	4.35994	7.11125
-2.72912	5.19365	4.38213	7.11125
-2.70694	5.38	4.40432	7.11125
-2.68475	5.29126	4.42651	7.11125
-2.66256	5.38757	4.44869	7.11125
-2.64037	5.74384	4.47088	7.11125
-2.61818	5.94239	4.49307	7.11125
-2.596	6.09822	4.51526	7.11125
-2.57381	5.92252	4.53745	7.11125
-2.55162	6.12386	4.55963	7.11125
-2.52943	6.27116	4.58182	7.11125
-2.50724	6.61313	4.60401	7.11125
-2.48506	6.53518	4.6262	7.11125
-2.46287	6.41049	4.64839	7.11125
-2.44068	6.54115	4.67057	7.11125
-2.41849	6.88066	4.69276	7.11125
-2.3963	7.24397	4.71495	7.11125
-2.37412	7.63621	4.73714	7.11125
-2.35193	8.0856	4.75933	7.11125
-2.32974	8.46005	4.78151	7.11125
-2.30755	8.80887	4.8037	7.11125
