# x_rel_mm	value	x_abs_mm	center_mm
1.39784	12.227	8.48691	7.08907
1.42003	12.4711	8.5091	7.08907
1.44222	12.102	8.53129	7.08907
1.46441	11.8636	8.55347	7.08907
1.4866	11.8871	8.57566	7.08907
1.50878	12.4812	8.59785	7.08907
1.53097	12.3846	8.62004	7.08907
1.55316	12.2615	8.64223	7.08907
1.57535	12.6433	8.66441	7.08907
1.59754	12.6647	8.6866	7.08907
1.61972	12.5978	8.70879	7.08907
1.64191	12.1285	8.73098	7.08907
1.6641	11.4192	8.75317	7.08907
1.68629	10.9419	8.77535	7.08907
1.70848	10.8825	8.79754	7.08907
1.73066	10.6115	8.81973	7.08907
1.75285	10.3894	8.84192	7.08907
1.77504	10.2515	8.86411	7.08907
1.79723	9.85417	8.88629	7.08907
1.81942	9.71953	8.90848	7.08907
1.8416	10.0897	8.93067	7.08907
1.86379	10.4745	8.95286	7.08907
1.88598	10.5999	8.97505	7.08907
1.90817	10.7557	8.99723	7.08907
1.93036	10.7309	9.01942	7.08907
1.95254	10.8534	9.04161	7.08907
1.97473	10.8009	9.0638	7.08907
1.99692	11.1117	9.08599	7.08907
2.01911	11.3112	9.10817	7.08907
2.0413	11.2162	9.13036	7.08907
2.06348	11.0127	9.15255	7.08907
2.08567	10.646	9.17474	7.08907
2.10786	10.1202	9.19693	7.08907
2.13005	9.83108	9.21911	7.08907
2.15224	9.78689	9.2413	7.08907
2.17442	9.45959	9.26349	7.08907
2.19661	9.21835	9.28568	7.08907
2.2188	8.68563	9.30787	7.08907
2.24099	8.3687	9.33005	7.08907
2.26318	7.82934	9.35224	7.08907
2.28536	6.99404	9.37443	7.08907
2.30755	6.68746	9.39662	7.08907
2.32974	6.70716	9.41881	7.08907
2.35193	6.27371	9.44099	7.08907
2.37412	6.1967	9.46318	7.08907
2.3963	5.94408	9.48537	7.08907
2.41849	5.83639	9.50756	7.08907
2.44068	5.78321	9.52975	7.08907
2.46287	5.52335	9.55193	7.08907
2.48506	5.43067	9.57412	7.08907
2.50724	5.20887	9.59631	7.08907
2.52943	4.5632	9.6185	7.08907
2.55162	4.10833	9.64069	7.08907
2.57381	4.62416	9.66287	7.08907
2.596	5.26822	9.68506	7.08907
2.61818	5.39012	9.70725	7.08907
2.64037	5.47295	9.72944	7.08907
