# x_rel_mm	value	x_abs_mm	center_mm
-4.12697	-0.0292234	0.011094	4.13806
-4.10478	0.235936	0.033282	4.13806
-4.08259	-1.40999	0.05547	4.13806
-4.0604	-0.208721	0.077658	4.13806
-4.03822	-0.908374	0.099846	4.13806
-4.01603	-0.849937	0.122034	4.13806
-3.99384	0	0.144222	4.13806
-3.97165	-0.107666	0.16641	4.13806
-3.94946	-0.0827462	0.188598	4.13806
-3.92728	-0.233394	0.210786	4.13806
-3.90509	-0.218766	0.232974	4.13806
-3.8829	0.608073	0.255162	4.13806
-3.86071	0.990517	0.27735	4.13806
-3.83852	0.831644	0.299538	4.13806
-3.81634	0.295967	0.321726	4.13806
-3.79415	0.343015	0.343914	4.13806
-3.77196	-0.0176967	0.366102	4.13806
-3.74977	0.0615598	0.38829	4.13806
-3.72758	0.404486	0.410478	4.13806
-3.7054	0.00302193	0.432666	4.13806
-3.68321	-0.214224	0.454854	4.13806
-3.66102	0.0143049	0.477042	4.13806
-3.63883	0	0.49923	4.13806
-3.61664	0	0.521418	4.13806
-3.59446	0.0991922	0.543606	4.13806
-3.57227	0.0904192	0.565794	4.13806
-3.55008	0.0280982	0.587982	4.13806
-3.52789	0	0.61017	4.13806
-3.5057	0	0.632358	4.13806
-3.48352	0	0.654546	4.13806
-3.46133	0	0.676734	4.13806
-3.43914	0	0.698922	4.13806
-3.41695	0	0.72111	4.13806
-3.39476	0	0.743298	4.13806
-3.37258	0	0.765486	4.13806
-3.35039	0	0.787674	4.13806
-3.3282	0	0.809862	4.13806
-3.30601	0	0.83205	4.13806
-3.28382	0	0.854238	4.13806
-3.26164	0	0.876426	4.13806
-3.23945	0	0.898614	4.13806
-3.21726	0	0.920802	4.13806
-3.19507	0	0.94299	4.13806
-3.17288	0	0.965178	4.13806
-3.1507	0	0.987366	4.13806
-3.12851	0	1.00955	4.13806
-3.10632	0	1.03174	4.13806
-3.08413	0	1.05393	4.13806
-3.06194	0	1.07612	4.13806
-3.03976	0	1.09831	4.13806
-3.01757	0	1.12049	4.13806
-2.99538	0	1.14268	4.13806
-2.97319	0	1.16487	4.13806
-2.951	0	1.18706	4.13806
-2.92882	0	1.20925	4.13806
-2.90663	0	1.23143	4.13806
-2.88444	0	1.25362	4.13806
-2.86225	0	1.27581	4.13806
-2.84006	0	1.298	4.13806
-2.81788	0	1.32019	4.13806
-2.79569	0	1.34237	4.13806
-2.7735	0	1.36456	4.13806
-2.75131	0	1.38675	4.13806
-2.72912	0	1.40894	4.13806
-2.70694	0	1.43113	4.13806
-2.68475	0	1.45331	4.13806
-2.66256	0	1.4755	4.13806
-2.64037	0.829594	1.49769	4.13806
-2.61818	1.95085	1.51988	4.13806
-2.596	3.16254	1.54207	4.13806
-2.57381	4.48829	1.56425	4.13806
-2.55162	5.44585	1.58644	4.13806
-2.52943	6.35799	1.60863	4.13806
-2.50724	7.38239	1.63082	4.13806
-2.48506	8.78238	1.65301	4.13806
-2.46287	10.4267	1.67519	4.13806
-2.44068	11.7528	1.69738	4.13806
-2.41849	12.5103	1.71957	4.13806
-2.3963	13.4319	1.74176	4.13806
-2.37412	13.9643	1.76395	4.13806
-2.35193	14.4637	1.78613	4.13806
-2.32974	15.0171	1.80832	4.13806
-2.30755	15.4079	1.83051	4.13806
-2.28536	15.4782	1.8527	4.13806
-2.26318	14.5727	1.87489	4.13806
-2.24099	13.2619	1.89707	4.13806
-2.2188	12.2882	1.91926	4.13806
-2.19661	11.6681	1.94145	4.13806
-2.17442	10.9549	1.96364	4.13806
-2.15224	10.4714	1.98583	4.13806
-2.13005	10.7811	2.00801	4.13806
-2.10786	10.7941	2.0302	4.13806
-2.08567	10.6838	2.05239	4.13806
-2.06348	10.7348	2.07458	4.13806
-2.0413	10.7574	2.09677	4.13806
-2.01911	10.3284	2.11895	4.13806
-1.99692	9.92977	2.14114	4.13806
-1.97473	10.104	2.16333	4.13806
-1.95254	10.3296	2.18552	4.13806
-1.93036	10.2766	2.20771	4.13806
-1.90817	10.1057	2.22989	4.13806
-1.88598	10.2484	2.25208	4.13806
-1.86379	10.3259	2.27427	4.13806
-1.8416	10.7909	2.29646	4.13806
-1.81942	11.1476	2.31865	4.13806
-1.79723	11.4192	2.34083	4.13806
-1.77504	11.6926	2.36302	4.13806
-1.75285	11.7442	2.38521	4.13806
-1.73066	11.8813	2.4074	4.13806
-1.70848	12.0542	2.42959	4.13806
-1.68629	12.0281	2.45177	4.13806
-1.6641	12.3395	2.47396	4.13806
-1.64191	12.1704	2.49615	4.13806
-1.61972	12.023	2.51834	4.13806
-1.59754	12.4987	2.54053	4.13806
-1.57535	13.1406	2.56271	4.13806
-1.55316	13.5561	2.5849	4.13806
-1.53097	13.9122	2.60709	4.13806
-1.50878	14.1265	2.62928	4.13806
-1.4866	14.6487	2.65147	4.13806
-1.46441	15.5593	2.67365	4.13806
-1.44222	16.0399	2.69584	4.13806
-1.42003	16.2485	2.71803	4.13806
-1.39784	16.6549	2.74022	4.13806
-1.37566	17.1842	2.76241	4.13806
-1.35347	17.7248	2.78459	4.13806
-1.33128	18.409	2.80678	4.13806
-1.30909	18.7661	2.82897	4.13806
-1.2869	19.0679	2.85116	4.13806
-1.26472	19.6905	2.87335	4.13806
-1.24253	19.8843	2.89553	4.13806
-1.22034	20.3557	2.91772	4.13806
-1.19815	21.0648	2.93991	4.13806
-1.17596	21.6136	2.9621	4.13806
-1.15378	21.8944	2.98429	4.13806
-1.13159	22.346	3.00647	4.13806
-1.1094	22.9273	3.02866	4.13806
-1.08721	23.2583	3.05085	4.13806
-1.06502	23.5329	3.07304	4.13806
-1.04284	24.2766	3.09523	4.13806
-1.02065	24.7498	3.11741	4.13806
-0.99846	25.3077	3.1396	4.13806
-0.976272	25.8187	3.16179	4.13806
-0.954084	26.3575	3.18398	4.13806
-0.931896	26.4322	3.20617	4.13806
-0.909708	26.7545	3.22835	4.13806
-0.88752	27.2117	3.25054	4.13806
-0.865332	27.7369	3.27273	4.13806
-0.843144	28.3086	3.29492	4.13806
-0.820956	29.2768	3.31711	4.13806
-0.798768	30.1816	3.33929	4.13806
-0.77658	31.4115	3.36148	4.13806
-0.754392	32.2117	3.38367	4.13806
