# x_rel_mm	value	x_abs_mm	center_mm
-6.1017	0	0.011094	6.11279
-6.07951	0	0.033282	6.11279
-6.05732	0	0.05547	6.11279
-6.03514	0	0.077658	6.11279
-6.01295	0	0.099846	6.11279
-5.99076	0	0.122034	6.11279
-5.96857	0	0.144222	6.11279
-5.94638	0	0.16641	6.11279
-5.9242	0	0.188598	6.11279
-5.90201	0	0.210786	6.11279
-5.87982	0	0.232974	6.11279
-5.85763	0	0.255162	6.11279
-5.83544	0	0.27735	6.11279
-5.81326	0	0.299538	6.11279
-5.79107	0	0.321726	6.11279
-5.76888	0	0.343914	6.11279
-5.74669	0	0.366102	6.11279
-5.7245	0	0.38829	6.11279
-5.70232	0	0.410478	6.11279
-5.68013	0	0.432666	6.11279
-5.65794	0	0.454854	6.11279
-5.63575	0	0.477042	6.11279
-5.61356	0	0.49923	6.11279
-5.59138	0	0.521418	6.11279
-5.56919	0	0.543606	6.11279
-5.547	0	0.565794	6.11279
-5.52481	0	0.587982	6.11279
-5.50262	0	0.61017	6.11279
-5.48044	0	0.632358	6.11279
-5.45825	0	0.654546	6.11279
-5.43606	0	0.676734	6.11279
-5.41387	0	0.698922	6.11279
-5.39168	0	0.72111	6.11279
-5.3695	0	0.743298	6.11279
-5.34731	0	0.765486	6.11279
-5.32512	0	0.787674	6.11279
-5.30293	0	0.809862	6.11279
-5.28074	0	0.83205	6.11279
-5.25856	0	0.854238	6.11279
-5.23637	0	0.876426	6.11279
-5.21418	0	0.898614	6.11279
-5.19199	0	0.920802	6.11279
-5.1698	0	0.94299	6.11279
-5.14762	0	0.965178	6.11279
-5.12543	0	0.987366	6.11279
-5.10324	0	1.00955	6.11279
-5.08105	0	1.03174	6.11279
-5.05886	0	1.05393	6.11279
-5.03668	0	1.07612	6.11279
-5.01449	0	1.09831	6.11279
-4.9923	0	1.12049	6.11279
-4.97011	0	1.14268	6.11279
-4.94792	0	1.16487	6.11279
-4.92574	0	1.18706	6.11279
-4.90355	0	1.20925	6.11279
-4.88136	0	1.23143	6.11279
-4.85917	0	1.25362	6.11279
-4.83698	0	1.27581	6.11279
-4.8148	0	1.298	6.11279
-4.79261	0	1.32019	6.11279
-4.77042	0	1.34237	6.11279
-4.74823	0	1.36456	6.11279
-4.72604	0	1.38675	6.11279
-4.70386	0	1.40894	6.11279
-4.68167	-1.28823	1.43113	6.11279
-4.65948	-2.80159	1.45331	6.11279
-4.63729	-2.6667	1.4755	6.11279
-4.6151	-4.32382	1.49769	6.11279
-4.59292	-1.68914	1.51988	6.11279
-4.57073	-0.609305	1.54207	6.11279
-4.54854	-0.0595616	1.56425	6.11279
-4.52635	1.99964	1.58644	6.11279
-4.50416	3.93034	1.60863	6.11279
-4.48198	6.09185	1.63082	6.11279
-4.45979	7.80751	1.65301	6.11279
