# x_mm	value
0.0180894	13.9595
0.0542683	15.8426
0.0904472	17.9015
0.126626	20.0273
0.162805	22.2736
0.198984	24.8662
0.235163	27.4864
0.271341	29.9798
0.30752	32.4113
0.343699	34.2823
0.379878	36.1164
0.416057	37.9372
0.452236	39.9876
0.488415	42.0521
0.524593	44.0213
0.560772	45.645
0.596951	47.0804
0.63313	48.2323
0.669309	49.4583
0.705488	50.6166
0.741667	51.8045
0.777846	53.1148
0.814024	54.4491
0.850203	55.636
0.886382	56.7824
0.922561	57.8181
0.95874	58.5887
0.994919	59.145
1.0311	59.7565
1.06728	60.7407
1.10346	61.9954
1.13963	63.3937
1.17581	64.8601
1.21199	66.0653
1.24817	67.0199
1.28435	67.517
1.32053	67.7945
1.35671	67.9255
1.39289	68.091
1.42907	67.3918
1.46524	66.3652
1.50142	64.8091
1.5376	62.8736
1.57378	60.8588
1.60996	57.8791
1.64614	54.23
1.68232	50.3009
1.7185	46.3076
1.75467	42.7276
1.79085	38.5499
1.82703	35.653
1.86321	nan
1.89939	nan
1.93557	nan
1.97175	nan
2.00793	nan
2.04411	nan
2.08028	nan
2.11646	nan
2.15264	nan
2.18882	nan
2.225	nan
2.26118	nan
2.29736	nan
2.33354	nan
2.36972	nan
2.40589	nan
2.44207	nan
2.47825	nan
2.51443	nan
2.55061	nan
2.58679	nan
2.62297	37.2696
2.65915	37.8197
2.69533	38.2142
2.7315	38.5559
2.76768	39.2762
2.80386	40.4331
2.84004	41.5704
2.87622	42.8531
2.9124	44.3662
2.94858	45.964
2.98476	47.5002
3.02093	48.954
3.05711	49.9653
3.09329	50.6753
3.12947	51.0209
3.16565	51.426
3.20183	51.6926
3.23801	51.7138
3.27419	51.3305
3.31037	50.7666
3.34654	50.282
3.38272	49.8686
3.4189	49.4145
3.45508	49.0225
3.49126	48.4331
3.52744	47.9395
3.56362	47.3152
3.5998	46.5201
3.63598	45.3887
3.67215	44.2023
3.70833	43.2098
3.74451	42.2063
3.78069	41.1562
3.81687	40.0549
3.85305	38.8378
3.88923	37.5159
3.92541	36.1769
3.96159	35.0181
3.99776	33.5684
4.03394	32.0557
4.07012	30.4728
4.1063	28.8105
4.14248	27.1099
4.17866	25.1754
4.21484	23.2011
4.25102	21.253
4.2872	19.2836
4.32337	17.3635
4.35955	15.5863
4.39573	13.5424
4.43191	12.0486
