# x_mm	value
0.0180894	13.7285
0.0542683	14.8987
0.0904472	15.4455
0.126626	16.2274
0.162805	17.3041
0.198984	18.6932
0.235163	20.1226
0.271341	21.5801
0.30752	23.1124
0.343699	24.734
0.379878	26.5655
0.416057	28.4479
0.452236	30.3644
0.488415	32.1766
0.524593	33.6043
0.560772	35.2318
0.596951	36.35
0.63313	37.6152
0.669309	39.0926
0.705488	40.8577
0.741667	42.8338
0.777846	44.3469
0.814024	45.5158
0.850203	46.7241
0.886382	47.7774
0.922561	48.9511
0.95874	50.1577
0.994919	51.1792
1.0311	52.3757
1.06728	53.6759
1.10346	55.1747
1.13963	56.7467
1.17581	58.3931
1.21199	59.7606
1.24817	60.8258
1.28435	61.6293
1.32053	62.2949
1.35671	62.8312
1.39289	63.0227
1.42907	62.7735
1.46524	62.0564
1.50142	60.9752
1.5376	59.5065
1.57378	57.7433
1.60996	55.448
1.64614	52.3864
1.68232	48.584
1.7185	43.7393
1.75467	37.3626
1.79085	30.1975
1.82703	22.4717
1.86321	nan
1.89939	nan
1.93557	nan
1.97175	nan
2.00793	nan
2.04411	nan
2.08028	nan
2.11646	nan
2.15264	nan
2.18882	nan
2.225	nan
2.26118	nan
2.29736	nan
2.33354	nan
2.36972	nan
2.40589	nan
2.44207	nan
2.47825	nan
2.51443	nan
2.55061	nan
2.58679	nan
2.62297	44.2244
2.65915	43.9528
2.69533	43.4271
2.7315	43.4965
2.76768	43.6761
2.80386	44.5121
2.84004	45.8379
2.87622	46.768
2.9124	47.7209
2.94858	48.2384
2.98476	48.9724
3.02093	49.8041
3.05711	50.3858
3.09329	51.0753
3.12947	50.9748
3.16565	50.8192
3.20183	50.4313
3.23801	49.9653
3.27419	49.5951
3.31037	49.3407
3.34654	49.2625
3.38272	48.8963
3.4189	48.6288
3.45508	48.2663
3.49126	47.7485
3.52744	46.9733
3.56362	45.9973
3.5998	45.1647
3.63598	44.4309
3.67215	43.7201
3.70833	42.799
3.74451	41.734
3.78069	40.5989
3.81687	39.4018
3.85305	38.4395
3.88923	37.465
3.92541	36.3554
3.96159	34.9674
3.99776	33.3247
4.03394	31.5933
4.07012	29.9537
4.1063	28.238
4.14248	26.5294
4.17866	24.8011
4.21484	22.968
4.25102	20.9917
4.2872	19.1452
4.32337	17.3596
4.35955	15.6773
4.39573	13.9709
4.43191	12.3619
