# x_mm	value
0.0180894	16.8125
0.0542683	18.4076
0.0904472	20.7033
0.126626	22.4334
0.162805	24.3391
0.198984	26.6266
0.235163	28.0292
0.271341	30.0542
0.30752	31.8451
0.343699	33.0536
0.379878	33.7541
0.416057	34.3944
0.452236	34.7982
0.488415	35.6636
0.524593	36.6175
0.560772	38.2975
0.596951	39.2192
0.63313	39.5821
0.669309	40.9503
0.705488	43.0332
0.741667	44.4775
0.777846	45.3221
0.814024	46.2522
0.850203	47.0791
0.886382	47.4185
0.922561	48.8079
0.95874	49.9694
0.994919	51.5187
1.0311	52.9513
1.06728	54.7566
1.10346	56.2929
1.13963	57.829
1.17581	60.0254
1.21199	61.3356
1.24817	62.5433
1.28435	62.8276
1.32053	62.7733
1.35671	63.2378
1.39289	63.274
1.42907	62.1753
1.46524	60.5649
1.50142	59.0599
1.5376	56.5549
1.57378	55.3218
1.60996	51.5353
1.64614	48.294
1.68232	44.3287
1.7185	41.5038
1.75467	39.2117
1.79085	37.3718
1.82703	35.5513
1.86321	nan
1.89939	nan
1.93557	nan
1.97175	nan
2.00793	nan
2.04411	nan
2.08028	nan
2.11646	nan
2.15264	nan
2.18882	nan
2.225	nan
2.26118	nan
2.29736	nan
2.33354	nan
2.36972	nan
2.40589	nan
2.44207	nan
2.47825	nan
2.51443	nan
2.55061	nan
2.58679	nan
2.62297	21.3279
2.65915	23.6158
2.69533	24.5327
2.7315	27.4448
2.76768	27.4103
2.80386	28.4863
2.84004	28.5096
2.87622	29.9627
2.9124	30.5315
2.94858	30.6701
2.98476	32.457
3.02093	33.3472
3.05711	34.4707
3.09329	36.0415
3.12947	37.0417
3.16565	38.7062
3.20183	39.046
3.23801	38.4749
3.27419	38.4492
3.31037	39.0703
3.34654	39.379
3.38272	38.7813
3.4189	39.2038
3.45508	39.7957
3.49126	40.2191
3.52744	40.6278
3.56362	40.5494
3.5998	40.7658
3.63598	39.9839
3.67215	39.3305
3.70833	38.8326
3.74451	38.4066
3.78069	38.7563
3.81687	37.5242
3.85305	37.1394
3.88923	37.482
3.92541	36.6019
3.96159	35.1135
3.99776	33.341
4.03394	32.5557
4.07012	30.5139
4.1063	29.2519
4.14248	27.8761
4.17866	26.4923
4.21484	23.9739
4.25102	19.5372
4.2872	16.503
4.32337	14.8997
4.35955	13.918
4.39573	10.7791
4.43191	9.31019
