# x_mm	value
0.0180894	14.7302
0.0542683	16.2467
0.0904472	17.0336
0.126626	18.3856
0.162805	19.6654
0.198984	22.3766
0.235163	24.7107
0.271341	26.3129
0.30752	28.2236
0.343699	30.0328
0.379878	32.2918
0.416057	34.8254
0.452236	36.1925
0.488415	37.721
0.524593	38.6206
0.560772	39.8149
0.596951	40.3109
0.63313	41.088
0.669309	42.0337
0.705488	43.3243
0.741667	44.9731
0.777846	45.8693
0.814024	47.2978
0.850203	48.0567
0.886382	50.2538
0.922561	51.2854
0.95874	52.1943
0.994919	52.0765
1.0311	51.8339
1.06728	53.3365
1.10346	54.3675
1.13963	55.5141
1.17581	56.5942
1.21199	57.0249
1.24817	58.0781
1.28435	58.2372
1.32053	58.4386
1.35671	57.867
1.39289	58.1195
1.42907	58.1254
1.46524	58.3404
1.50142	56.9438
1.5376	55.8419
1.57378	53.386
1.60996	50.0986
1.64614	46.1435
1.68232	42.6904
1.7185	36.7968
1.75467	34.317
1.79085	31.4091
1.82703	32.0163
1.86321	nan
1.89939	nan
1.93557	nan
1.97175	nan
2.00793	nan
2.04411	nan
2.08028	nan
2.11646	nan
2.15264	nan
2.18882	nan
2.225	nan
2.26118	nan
2.29736	nan
2.33354	nan
2.36972	nan
2.40589	nan
2.44207	nan
2.47825	nan
2.51443	nan
2.55061	nan
2.58679	nan
2.62297	28.8448
2.65915	33.1961
2.69533	32.5663
2.7315	31.9149
2.76768	33.3531
2.80386	34.1236
2.84004	35.782
2.87622	36.9426
2.9124	38.6508
2.94858	39.1752
2.98476	40.8202
3.02093	41.2558
3.05711	42.4893
3.09329	41.1251
3.12947	40.9091
3.16565	41.395
3.20183	41.4821
3.23801	40.9202
3.27419	38.9674
3.31037	39.2886
3.34654	38.5541
3.38272	39.0949
3.4189	39.0402
3.45508	39.4672
3.49126	38.6114
3.52744	38.6403
3.56362	39.0487
3.5998	38.7974
3.63598	38.3862
3.67215	37.1512
3.70833	36.3275
3.74451	35.5044
3.78069	34.8809
3.81687	34.8219
3.85305	33.6709
3.88923	32.3217
3.92541	31.1068
3.96159	28.856
3.99776	27.9288
4.03394	27.9661
4.07012	27.1052
4.1063	25.3235
4.14248	23.3489
4.17866	22.2495
4.21484	21.2851
4.25102	20.089
4.2872	18.0821
4.32337	16.1737
4.35955	14.4993
4.39573	13.21
4.43191	13.6453
