# x_mm	value
0.0180894	13.9635
0.0542683	15.241
0.0904472	16.7407
0.126626	18.5945
0.162805	19.9492
0.198984	21.4998
0.235163	22.7922
0.271341	24.7379
0.30752	26.8456
0.343699	27.9833
0.379878	30.5332
0.416057	32.0766
0.452236	33.2152
0.488415	35.2804
0.524593	37.9695
0.560772	40.1483
0.596951	41.0581
0.63313	42.3898
0.669309	44.5444
0.705488	46.2264
0.741667	48.0761
0.777846	49.2268
0.814024	50.9596
0.850203	51.8772
0.886382	52.0558
0.922561	52.5057
0.95874	53.1904
0.994919	54.63
1.0311	55.8733
1.06728	57.6759
1.10346	59.5236
1.13963	61.7303
1.17581	63.2192
1.21199	65.0896
1.24817	66.0985
1.28435	66.2822
1.32053	66.1849
1.35671	66.0321
1.39289	65.7889
1.42907	64.8667
1.46524	63.6497
1.50142	62.843
1.5376	60.8691
1.57378	58.3025
1.60996	54.025
1.64614	51.1469
1.68232	46.6649
1.7185	43.6658
1.75467	40.6239
1.79085	38.8764
1.82703	36.1231
1.86321	nan
1.89939	nan
1.93557	nan
1.97175	nan
2.00793	nan
2.04411	nan
2.08028	nan
2.11646	nan
2.15264	nan
2.18882	nan
2.225	nan
2.26118	nan
2.29736	nan
2.33354	nan
2.36972	nan
2.40589	nan
2.44207	nan
2.47825	nan
2.51443	nan
2.55061	nan
2.58679	nan
2.62297	23.5674
2.65915	23.7715
2.69533	26.0691
2.7315	29.1365
2.76768	29.2128
2.80386	29.5022
2.84004	30.7008
2.87622	32.4364
2.9124	33.4185
2.94858	33.954
2.98476	36.2282
3.02093	38.5523
3.05711	40.7728
3.09329	41.8685
3.12947	43.011
3.16565	44.4071
3.20183	45.1699
3.23801	44.3266
3.27419	44.2744
3.31037	44.8878
3.34654	46.1988
3.38272	46.391
3.4189	47.0109
3.45508	47.174
3.49126	46.6875
3.52744	45.8339
3.56362	45.0505
3.5998	45.2052
3.63598	44.4896
3.67215	44.3853
3.70833	44.6172
3.74451	44.295
3.78069	44.5809
3.81687	43.4425
3.85305	42.6275
3.88923	42.8853
3.92541	42.2176
3.96159	40.4516
3.99776	38.0742
4.03394	36.7344
4.07012	33.8718
4.1063	32.1073
4.14248	30.5138
4.17866	28.9453
4.21484	26.4343
4.25102	22.4813
4.2872	19.147
4.32337	16.612
4.35955	15.1588
4.39573	12.0433
4.43191	10.6327
