# x_mm	value
0.0180894	18.5037
0.0542683	21.6998
0.0904472	23.235
0.126626	23.7211
0.162805	24.7191
0.198984	25.8732
0.235163	28.4855
0.271341	31.6418
0.30752	35.0556
0.343699	38.6734
0.379878	40.8963
0.416057	43.3887
0.452236	45.7216
0.488415	48.1604
0.524593	50.4298
0.560772	52.0795
0.596951	52.5187
0.63313	53.4417
0.669309	55.2954
0.705488	57.0652
0.741667	58.3953
0.777846	60.0049
0.814024	61.3351
0.850203	63.2806
0.886382	64.8073
0.922561	65.6296
0.95874	66.613
0.994919	67.1063
1.0311	68.2973
1.06728	69.275
1.10346	70.327
1.13963	71.2214
1.17581	71.7914
1.21199	72.4411
1.24817	73.4855
1.28435	73.9951
1.32053	74.0282
1.35671	73.6091
1.39289	73.3204
1.42907	73.1469
1.46524	73.1634
1.50142	72.7433
1.5376	71.149
1.57378	68.5854
1.60996	65.8044
1.64614	62.2379
1.68232	57.4458
1.7185	50.7902
1.75467	42.2436
1.79085	33.2067
1.82703	27.2064
1.86321	nan
1.89939	nan
1.93557	nan
1.97175	nan
2.00793	nan
2.04411	nan
2.08028	nan
2.11646	nan
2.15264	nan
2.18882	nan
2.225	nan
2.26118	nan
2.29736	nan
2.33354	nan
2.36972	nan
2.40589	nan
2.44207	nan
2.47825	nan
2.51443	nan
2.55061	nan
2.58679	nan
2.62297	49.4189
2.65915	49.7573
2.69533	51.6972
2.7315	52.9117
2.76768	55.1122
2.80386	58.057
2.84004	59.8588
2.87622	61.1084
2.9124	61.7393
2.94858	62.6705
2.98476	64.021
3.02093	65.602
3.05711	66.6691
3.09329	67.1281
3.12947	66.356
3.16565	65.5441
3.20183	65.1878
3.23801	64.6479
3.27419	64.5209
3.31037	64.3833
3.34654	64.2801
3.38272	63.8997
3.4189	63.711
3.45508	63.6208
3.49126	63.3545
3.52744	61.9419
3.56362	60.3382
3.5998	58.3463
3.63598	56.8175
3.67215	55.1253
3.70833	53.8107
3.74451	52.6792
3.78069	51.7097
3.81687	49.6631
3.85305	48.0914
3.88923	46.226
3.92541	45.0465
3.96159	43.6838
3.99776	41.7295
4.03394	40.3176
4.07012	38.4146
4.1063	36.7674
4.14248	35.9785
4.17866	34.9368
4.21484	32.2985
4.25102	29.7126
4.2872	26.2864
4.32337	23.5387
4.35955	21.5599
4.39573	18.731
4.43191	17.0121
