# x_mm	value
0.0180894	12.6362
0.0542683	14.209
0.0904472	14.4814
0.126626	15.4505
0.162805	17.4525
0.198984	19.693
0.235163	22.4868
0.271341	25.3346
0.30752	28.4141
0.343699	31.0504
0.379878	33.5495
0.416057	35.1766
0.452236	35.5372
0.488415	36.2059
0.524593	36.2325
0.560772	36.408
0.596951	36.6281
0.63313	37.5211
0.669309	38.6626
0.705488	40.5368
0.741667	42.2467
0.777846	44.1088
0.814024	46.359
0.850203	47.242
0.886382	48.2594
0.922561	49.1553
0.95874	49.9843
0.994919	50.4074
1.0311	51.9597
1.06728	53.2093
1.10346	54.572
1.13963	55.4913
1.17581	56.6107
1.21199	57.6941
1.24817	58.3855
1.28435	57.9593
1.32053	57.4703
1.35671	57.3457
1.39289	56.9925
1.42907	56.5496
1.46524	55.9644
1.50142	55.8009
1.5376	54.1301
1.57378	51.9135
1.60996	48.8651
1.64614	45.9912
1.68232	44.7193
1.7185	44.1377
1.75467	47.7868
1.79085	53.4154
1.82703	59.2363
1.86321	nan
1.89939	nan
1.93557	nan
1.97175	nan
2.00793	nan
2.04411	nan
2.08028	nan
2.11646	nan
2.15264	nan
2.18882	nan
2.225	nan
2.26118	nan
2.29736	nan
2.33354	nan
2.36972	nan
2.40589	nan
2.44207	nan
2.47825	nan
2.51443	nan
2.55061	nan
2.58679	nan
2.62297	30.4689
2.65915	40.2223
2.69533	47.2855
2.7315	51.6114
2.76768	55.9887
2.80386	59.2847
2.84004	61.0769
2.87622	62.2123
2.9124	63.2013
2.94858	63.5736
2.98476	63.5235
3.02093	63.2804
3.05711	62.7783
3.09329	62.3328
3.12947	61.4137
3.16565	61.4868
3.20183	60.6395
3.23801	59.4825
3.27419	57.8983
3.31037	55.1506
3.34654	52.8145
3.38272	50.779
3.4189	49.9525
3.45508	48.6347
3.49126	47.4277
3.52744	44.8058
3.56362	43.8012
3.5998	43.2636
3.63598	42.7462
3.67215	41.41
3.70833	39.1288
3.74451	36.4385
3.78069	34.9272
3.81687	33.9132
3.85305	33.2676
3.88923	31.6878
3.92541	30.1113
3.96159	28.949
3.99776	26.9176
4.03394	24.2722
4.07012	22.8369
4.1063	22.0156
4.14248	21.4974
4.17866	20.1908
4.21484	19.9028
4.25102	18.8139
4.2872	18.7167
4.32337	18.3778
4.35955	17.498
4.39573	16.3551
4.43191	13.8366
