# x_mm	value
0.0180894	16.2502
0.0542683	18.6028
0.0904472	21.3264
0.126626	23.1298
0.162805	25.8353
0.198984	28.7103
0.235163	32.6528
0.271341	35.6251
0.30752	37.1194
0.343699	38.6654
0.379878	40.9239
0.416057	43.4765
0.452236	44.8725
0.488415	46.6829
0.524593	48.2456
0.560772	49.4903
0.596951	49.9865
0.63313	51.2007
0.669309	52.513
0.705488	52.7439
0.741667	53.6716
0.777846	55.0666
0.814024	56.3087
0.850203	57.5229
0.886382	57.7814
0.922561	58.145
0.95874	58.6412
0.994919	59.1045
1.0311	59.2215
1.06728	59.5491
1.10346	60.4557
1.13963	60.7678
1.17581	61.1548
1.21199	61.7709
1.24817	62.3598
1.28435	62.3311
1.32053	61.3016
1.35671	60.3961
1.39289	58.7546
1.42907	57.5658
1.46524	56.1008
1.50142	54.1837
1.5376	53.4707
1.57378	52.1392
1.60996	50.0898
1.64614	49.1249
1.68232	48.4
1.7185	47.2847
1.75467	45.0398
1.79085	44.0796
1.82703	42.5312
1.86321	nan
1.89939	nan
1.93557	nan
1.97175	nan
2.00793	nan
2.04411	nan
2.08028	nan
2.11646	nan
2.15264	nan
2.18882	nan
2.225	nan
2.26118	nan
2.29736	nan
2.33354	nan
2.36972	nan
2.40589	nan
2.44207	nan
2.47825	nan
2.51443	nan
2.55061	nan
2.58679	nan
2.62297	45.7582
2.65915	47.9395
2.69533	51.0712
2.7315	55.198
2.76768	58.0875
2.80386	61.5927
2.84004	63.3652
2.87622	66.3529
2.9124	67.0556
2.94858	68.6386
2.98476	69.7058
3.02093	71.0552
3.05711	72.0373
3.09329	72.1191
3.12947	71.8106
3.16565	71.5771
3.20183	71.5288
3.23801	70.5106
3.27419	69.2863
3.31037	67.7122
3.34654	65.812
3.38272	64.0796
3.4189	62.8834
3.45508	61.8686
3.49126	60.5412
3.52744	59.3027
3.56362	57.8097
3.5998	56.735
3.63598	56.0148
3.67215	55.0104
3.70833	53.3772
3.74451	51.4974
3.78069	49.5322
3.81687	46.6684
3.85305	45.4876
3.88923	43.1934
3.92541	40.9748
3.96159	38.4837
3.99776	36.4967
4.03394	34.6538
4.07012	33.4327
4.1063	31.2044
4.14248	29.3196
4.17866	26.918
4.21484	23.656
4.25102	20.9256
4.2872	18.4655
4.32337	16.1904
4.35955	13.4691
4.39573	11.2021
4.43191	9.10965
