# x_mm	value
0.0180894	10.8686
0.0542683	11.6991
0.0904472	11.604
0.126626	12.0258
0.162805	14.1918
0.198984	16.498
0.235163	17.5969
0.271341	18.9253
0.30752	20.34
0.343699	22.5297
0.379878	25.0458
0.416057	27.8014
0.452236	29.0366
0.488415	29.8855
0.524593	31.2511
0.560772	32.9051
0.596951	34.3784
0.63313	35.5151
0.669309	36.757
0.705488	38.7288
0.741667	40.6472
0.777846	42.4146
0.814024	43.9812
0.850203	45.2944
0.886382	46.5116
0.922561	47.3319
0.95874	48.2787
0.994919	49.1436
1.0311	50.1045
1.06728	50.5807
1.10346	51.3683
1.13963	52.1444
1.17581	53.2809
1.21199	55.0329
1.24817	56.5234
1.28435	56.5497
1.32053	56.529
1.35671	56.5401
1.39289	57.5349
1.42907	57.8718
1.46524	58.1414
1.50142	56.8542
1.5376	55.6134
1.57378	53.6012
1.60996	51.7068
1.64614	49.9025
1.68232	48.5499
1.7185	47.3981
1.75467	47.4387
1.79085	47.5995
1.82703	48.3156
1.86321	nan
1.89939	nan
1.93557	nan
1.97175	nan
2.00793	nan
2.04411	nan
2.08028	nan
2.11646	nan
2.15264	nan
2.18882	nan
2.225	nan
2.26118	nan
2.29736	nan
2.33354	nan
2.36972	nan
2.40589	nan
2.44207	nan
2.47825	nan
2.51443	nan
2.55061	nan
2.58679	nan
2.62297	33.0001
2.65915	33.7229
2.69533	35.8788
2.7315	38.7893
2.76768	40.7518
2.80386	42.9697
2.84004	45.6533
2.87622	48.2243
2.9124	51.1168
2.94858	52.5148
2.98476	53.1019
3.02093	53.4399
3.05711	53.3792
3.09329	53.8641
3.12947	54.2855
3.16565	54.6326
3.20183	54.8486
3.23801	54.6744
3.27419	54.6446
3.31037	54.2487
3.34654	53.3732
3.38272	51.7309
3.4189	50.2988
3.45508	50.4978
3.49126	50.9698
3.52744	50.7783
3.56362	48.9636
3.5998	45.7808
3.63598	43.8405
3.67215	42.7811
3.70833	41.5426
3.74451	40.618
3.78069	39.4241
3.81687	38.2482
3.85305	36.8939
3.88923	35.8326
3.92541	34.3211
3.96159	33.2677
3.99776	31.0956
4.03394	29.6325
4.07012	27.7195
4.1063	25.8977
4.14248	23.8171
4.17866	22.0018
4.21484	19.1606
4.25102	16.2095
4.2872	13.5924
4.32337	10.8314
4.35955	8.90126
4.39573	7.74486
4.43191	6.9521
