# y_mid[mm], AverageValue
0.6	8.95416
1.8	10.8638
3	10.2679
4.2	13.3016
5.4	13.6609
6.6	13.7088
7.8	15.1012
9	13.8619
10.2	16.722
11.4	17.0393
12.6	16.4949
13.8	18.2618
15	21.5647
16.2	19.7349
17.4	22.1659
18.6	22.3452
19.8	21.0384
21	22.5012
22.2	24.5107
23.4	23.2583
24.6	23.9703
25.8	25.0847
27	25.1577
28.2	25.5862
29.4	26.3074
30.6	27.0196
31.8	27.093
33	27.0084
34.2	26.4788
35.4	26.5997
36.6	27.7419
37.8	29.1858
39	29.6953
40.2	30.6489
41.4	30.0837
42.6	30.7517
43.8	31.0411
45	30.7334
46.2	32.2431
47.4	32.0765
48.6	31.5088
49.8	33.2887
51	34.0101
52.2	34.7301
53.4	34.9163
54.6	36.1211
55.8	37.2195
57	36.9161
58.2	38.0766
59.4	37.1818
