# y_mid[mm], AverageValue
0.6	8.96742
1.8	10.8962
3	10.1101
4.2	12.8019
5.4	13.5373
6.6	13.5141
7.8	14.9482
9	13.836
10.2	16.3821
11.4	16.4096
12.6	15.8886
13.8	17.5357
15	20.796
16.2	18.8939
17.4	21.3279
18.6	21.3633
19.8	20.0656
21	21.3121
22.2	23.0337
23.4	21.5275
24.6	22.2481
25.8	23.3255
27	22.9051
28.2	23.4606
29.4	23.9335
30.6	24.6954
31.8	24.6757
33	24.3668
34.2	24.0824
35.4	23.9665
36.6	24.938
37.8	26.3752
39	26.819
40.2	27.7628
41.4	27.1061
42.6	27.7979
43.8	28.1423
45	27.4314
46.2	29.0434
47.4	28.8997
48.6	28.377
49.8	30.3179
51	30.9261
52.2	31.5509
53.4	31.782
54.6	33.0825
55.8	34.4882
57	34.225
58.2	35.3923
59.4	34.3224
