# y_mid[mm], AverageValue
0.6	7.48313
1.8	8.40645
3	6.96411
4.2	9.52197
5.4	10.342
6.6	10.2772
7.8	11.3688
9	10.4443
10.2	12.8928
11.4	12.8637
12.6	12.4822
13.8	14.0702
15	17.5319
16.2	15.5167
17.4	18.0889
18.6	18.1369
19.8	16.925
21	18.1675
22.2	19.9172
23.4	18.4172
24.6	19.2434
25.8	20.2216
27	19.6232
28.2	20.2074
29.4	20.4592
30.6	21.0187
31.8	20.9535
33	20.5483
34.2	19.9035
35.4	19.9016
36.6	20.6961
37.8	21.7509
39	22.2673
40.2	22.9026
41.4	22.1879
42.6	22.7419
43.8	22.9622
45	21.8873
46.2	23.397
47.4	22.9947
48.6	22.3838
49.8	24.4087
51	24.6254
52.2	25.1601
53.4	24.8587
54.6	26.4773
55.8	27.6161
57	27.0666
58.2	28.267
59.4	26.9209
