# y_mid[mm], AverageValue
0.6	5.14157
1.8	6.92911
3	8.40477
4.2	8.78368
5.4	8.46835
6.6	7.20422
7.8	9.39644
9	9.36452
10.2	11.0124
11.4	11.104
12.6	9.70404
13.8	7.70555
15	10.4529
16.2	10.1947
17.4	11.4159
18.6	10.945
19.8	10.5451
21	10.5064
22.2	10.4016
23.4	11.2437
24.6	11.9157
25.8	10.8769
27	10.0331
28.2	8.98649
29.4	9.70604
30.6	11.9674
31.8	11.2637
33	11.9935
34.2	12.1329
35.4	12.8279
36.6	14.0596
37.8	12.5891
39	12.1832
40.2	13.5293
41.4	12.462
42.6	15.3871
43.8	17.1263
45	17.5052
46.2	18.1548
47.4	18.8278
48.6	17.505
49.8	18.7483
51	19.7148
52.2	20.2603
53.4	20.0218
54.6	19.5988
55.8	21.4724
57	20.4955
58.2	21.347
59.4	21.278
