# y_mid[mm], AverageValue
0.6	4.09228
1.8	4.08363
3	4.86487
4.2	5.64906
5.4	5.19659
6.6	3.83075
7.8	5.89594
9	5.86339
10.2	7.08515
11.4	7.00955
12.6	5.49479
13.8	3.15979
15	5.97045
16.2	5.8154
17.4	6.72751
18.6	6.26778
19.8	5.78234
21	5.73478
22.2	5.39537
23.4	6.06289
24.6	6.97539
25.8	5.89028
27	4.86916
28.2	3.84449
29.4	4.31998
30.6	6.58611
31.8	5.8914
33	6.7482
34.2	7.00104
35.4	7.4822
36.6	8.45357
37.8	7.4848
39	6.76421
40.2	7.78913
41.4	6.12156
42.6	9.16355
43.8	10.9498
45	11.448
46.2	11.9008
47.4	12.5676
48.6	11.254
49.8	12.8173
51	13.7446
52.2	13.9266
53.4	13.6594
54.6	13.0366
55.8	14.5525
57	13.373
58.2	14.3292
59.4	14.3728
