# x_abs_mm	x_rel_mm	value
0.011094	-3.84962	-0.000470092
0.033282	-3.82743	0.00301852
0.05547	-3.80524	-0.0216069
0.077658	-3.78305	0.00362831
0.099846	-3.76087	0
0.122034	-3.73868	0
0.144222	-3.71649	0
0.16641	-3.6943	-0.00137746
0.188598	-3.67211	-0.0010754
0.210786	-3.64993	-0.00112999
0.232974	-3.62774	1.22269e-05
0.255162	-3.60555	0.000731922
0.27735	-3.58336	0
0.299538	-3.56117	0
0.321726	-3.53899	0.00180503
0.343914	-3.5168	0.00220972
0.366102	-3.49461	-0.000728388
0.38829	-3.47242	0.000787583
0.410478	-3.45023	0.00401583
0.432666	-3.42805	0
0.454854	-3.40586	0
0.477042	-3.38367	0
0.49923	-3.36148	0
0.521418	-3.33929	0
0.543606	-3.31711	0.00126904
0.565794	-3.29492	0.0011568
0.587982	-3.27273	0.000359482
0.61017	-3.25054	0
0.632358	-3.22835	0
0.654546	-3.20617	0
0.676734	-3.18398	0
0.698922	-3.16179	0
0.72111	-3.1396	0
0.743298	-3.11741	0
0.765486	-3.09523	0
0.787674	-3.07304	0
0.809862	-3.05085	0
0.83205	-3.02866	0
0.854238	-3.00647	0
0.876426	-2.98429	0
0.898614	-2.9621	0
0.920802	-2.93991	0
0.94299	-2.91772	0
0.965178	-2.89553	0
0.987366	-2.87335	0
1.00955	-2.85116	0
1.03174	-2.82897	0
1.05393	-2.80678	0
1.07612	-2.78459	0
1.09831	-2.76241	0
1.12049	-2.74022	0
1.14268	-2.71803	0
1.16487	-2.69584	0
1.18706	-2.67365	0
1.20925	-2.65147	0
1.23143	-2.62928	0
1.25362	-2.60709	0
1.27581	-2.5849	0
1.298	-2.56271	0
1.32019	-2.54053	0
1.34237	-2.51834	0
1.36456	-2.49615	0
1.38675	-2.47396	0
1.40894	-2.45177	0
1.43113	-2.42959	0
1.45331	-2.4074	0
1.4755	-2.38521	0
1.49769	-2.36302	0.0137242
1.51988	-2.34083	0.028277
1.54207	-2.31865	0.0442264
1.56425	-2.29646	0.0626336
1.58644	-2.27427	0.0752477
1.60863	-2.25208	0.0874192
1.63082	-2.22989	0.100592
1.65301	-2.20771	0.110772
1.67519	-2.18552	0.119138
1.69738	-2.16333	0.124952
1.71957	-2.14114	0.130438
1.74176	-2.11895	0.137451
1.76395	-2.09677	0.142558
1.78613	-2.07458	0.145618
1.80832	-2.05239	0.149211
1.83051	-2.0302	0.149644
1.8527	-2.00801	0.148496
1.87489	-1.98583	0.137042
1.89707	-1.96364	0.121933
1.91926	-1.94145	0.111443
1.94145	-1.91926	0.106514
1.96364	-1.89707	0.099525
1.98583	-1.87489	0.0966651
2.00801	-1.8527	0.0977961
2.0302	-1.83051	0.0937216
2.05239	-1.80832	0.091129
2.07458	-1.78613	0.0932839
2.09677	-1.76395	0.0947822
2.11895	-1.74176	0.0935667
2.14114	-1.71957	0.0929455
2.16333	-1.69738	0.0970913
2.18552	-1.67519	0.0994405
2.20771	-1.65301	0.10015
2.22989	-1.63082	0.0997558
2.25208	-1.60863	0.101646
2.27427	-1.58644	0.100593
2.29646	-1.56425	0.106929
2.31865	-1.54207	0.113196
2.34083	-1.51988	0.115951
2.36302	-1.49769	0.119261
2.38521	-1.4755	0.119378
2.4074	-1.45331	0.121308
2.42959	-1.43113	0.121907
2.45177	-1.40894	0.120157
2.47396	-1.38675	0.120599
2.49615	-1.36456	0.118915
2.51834	-1.34237	0.118447
2.54053	-1.32019	0.124536
2.56271	-1.298	0.130688
2.5849	-1.27581	0.134925
2.60709	-1.25362	0.142281
2.62928	-1.23143	0.146162
2.65147	-1.20925	0.152716
2.67365	-1.18706	0.161944
2.69584	-1.16487	0.166517
2.71803	-1.14268	0.168571
2.74022	-1.12049	0.172032
2.76241	-1.09831	0.179169
2.78459	-1.07612	0.185052
2.80678	-1.05393	0.188726
2.82897	-1.03174	0.188642
2.85116	-1.00955	0.190167
2.87335	-0.987366	0.19696
2.89553	-0.965178	0.19987
2.91772	-0.94299	0.205752
2.93991	-0.920802	0.211862
2.9621	-0.898614	0.216218
2.98429	-0.876426	0.216817
3.00647	-0.854238	0.221976
3.02866	-0.83205	0.229285
3.05085	-0.809862	0.234394
3.07304	-0.787674	0.237689
3.09523	-0.765486	0.245166
3.11741	-0.743298	0.247544
3.1396	-0.72111	0.251709
3.16179	-0.698922	0.255527
3.18398	-0.676734	0.26196
3.20617	-0.654546	0.263813
3.22835	-0.632358	0.26659
3.25054	-0.61017	0.270247
3.27273	-0.587982	0.275381
3.29492	-0.565794	0.282306
3.31711	-0.543606	0.292083
