# x_mm	value
0.0168561	9.0477
0.0505682	10.3855
0.0842803	11.9717
0.117992	12.7982
0.151705	13.1448
0.185417	13.9536
0.219129	14.616
0.252841	15.3081
0.286553	16.0979
0.320265	16.5285
0.353977	17.3311
0.387689	17.8058
0.421402	17.9096
0.455114	18.5415
0.488826	18.3758
0.522538	18.4389
0.55625	18.3959
0.589962	19.0757
0.623674	19.1838
0.657386	19.5428
0.691098	19.2042
0.724811	19.8918
0.758523	20.2962
0.792235	20.1839
0.825947	20.4509
0.859659	21.743
0.893371	22.0771
0.927083	23.1885
0.960795	23.9978
0.994508	24.9657
1.02822	25.5889
1.06193	27.8561
1.09564	29.0465
1.12936	31.1755
1.16307	31.8168
1.19678	32.4042
1.23049	34.8451
1.2642	34.4649
1.29792	35.6666
1.33163	35.3311
1.36534	35.7388
1.39905	36.8443
1.43277	36.8853
1.46648	36.4963
1.50019	36.424
1.5339	35.9869
1.56761	35.3036
1.60133	34.2915
1.63504	33.7523
1.66875	33.2322
1.70246	32.2499
1.73617	30.3002
1.76989	28.3966
1.8036	25.4567
1.83731	24.2083
1.87102	21.6634
1.90473	17.408
1.93845	13.8839
1.97216	9.44172
2.00587	7.3459
2.03958	5.59749
2.0733	3.95364
2.10701	3.41307
2.14072	2.71337
2.17443	2.19668
2.20814	1.69775
2.24186	1.91706
2.27557	2.58648
2.30928	2.36779
2.34299	2.32801
2.3767	3.43038
2.41042	4.57655
2.44413	4.87083
2.47784	5.98209
2.51155	7.70936
2.54527	8.44671
2.57898	9.09606
2.61269	10.3637
2.6464	11.2594
2.68011	12.3178
2.71383	13.6252
2.74754	14.5346
2.78125	15.9928
2.81496	16.5776
2.84867	16.9351
2.88239	17.2879
2.9161	17.8367
2.94981	17.5387
2.98352	17.5785
3.01723	16.8757
3.05095	16.9131
3.08466	16.6213
3.11837	16.2609
3.15208	15.4401
3.1858	15.5194
3.21951	15.4858
3.25322	15.0371
3.28693	15.2469
3.32064	14.6312
3.35436	14.5988
3.38807	14.7941
3.42178	14.1879
3.45549	14.0119
3.4892	13.8687
3.52292	13.3633
3.55663	12.9061
3.59034	12.8485
3.62405	12.07
3.65777	11.6111
3.69148	11.9413
3.72519	10.7142
3.7589	10.8219
3.79261	10.6088
3.82633	10.5249
3.86004	11.0476
3.89375	11.1736
3.92746	11.04
3.96117	11.0185
3.99489	11.039
4.0286	10.245
4.06231	9.80437
4.09602	9.15383
4.12973	9.11671
4.16345	8.65155
4.19716	8.48808
4.23087	7.99091
4.26458	7.11957
4.2983	7.04054
4.33201	6.06569
4.36572	5.83682
4.39943	4.82729
4.43314	3.86761
