# x_mm	value
0.0168561	13.219
0.0505682	14.1429
0.0842803	15.108
0.117992	15.5845
0.151705	17.111
0.185417	17.5751
0.219129	17.6852
0.252841	18.622
0.286553	19.3924
0.320265	19.3471
0.353977	20.145
0.387689	20.3524
0.421402	20.1
0.455114	20.9099
0.488826	20.7882
0.522538	21.9381
0.55625	21.5236
0.589962	22.5186
0.623674	22.2254
0.657386	23.0934
0.691098	23.5036
0.724811	23.9183
0.758523	24.2328
0.792235	24.4817
0.825947	26.8863
0.859659	25.5549
0.893371	26.7788
0.927083	27.1183
0.960795	28.1341
0.994508	28.8432
1.02822	29.7173
1.06193	30.162
1.09564	30.2416
1.12936	30.8042
1.16307	31.9454
1.19678	31.9306
1.23049	33.4581
1.2642	34.6724
1.29792	35.7554
1.33163	36.0467
1.36534	36.862
1.39905	37.4746
1.43277	38.2352
1.46648	38.0372
1.50019	38.27
1.5339	37.6803
1.56761	36.6978
1.60133	35.0727
1.63504	34.7965
1.66875	32.6925
1.70246	30.5704
1.73617	28.4616
1.76989	25.4191
1.8036	23.1802
1.83731	20.7702
1.87102	17.4418
1.90473	14.6561
1.93845	8.69167
1.97216	6.9112
2.00587	4.05292
2.03958	2.31869
2.0733	1.47831
2.10701	1.30525
2.14072	1.06857
2.17443	1.72853
2.20814	1.34462
2.24186	0.877914
2.27557	2.09806
2.30928	1.65049
2.34299	2.20083
2.3767	2.30476
2.41042	3.21041
2.44413	4.40135
2.47784	6.90246
2.51155	7.94034
2.54527	8.68225
2.57898	10.5711
2.61269	10.8896
2.6464	12.2687
2.68011	13.0835
2.71383	13.7121
2.74754	14.673
2.78125	15.4799
2.81496	15.9262
2.84867	16.9432
2.88239	17.3285
2.9161	18.7086
2.94981	18.9574
2.98352	18.6029
3.01723	19.899
3.05095	19.8507
3.08466	19.4405
3.11837	19.4581
3.15208	19.0178
3.1858	18.4293
3.21951	18.8039
3.25322	17.8881
3.28693	17.8013
3.32064	17.3518
3.35436	17.0049
3.38807	16.2071
3.42178	15.314
3.45549	14.7264
3.4892	13.9321
3.52292	13.6284
3.55663	13.5046
3.59034	12.6956
3.62405	12.4824
3.65777	11.994
3.69148	12.6996
3.72519	12.0967
3.7589	12.0898
3.79261	12.0639
3.82633	9.45377
3.86004	11.0059
3.89375	10.274
3.92746	9.93596
3.96117	9.31084
3.99489	8.37881
4.0286	8.00938
4.06231	7.43044
4.09602	6.67405
4.12973	6.18904
4.16345	5.83034
4.19716	5.28298
4.23087	4.81807
4.26458	4.52176
4.2983	4.72778
4.33201	4.15427
4.36572	3.37928
4.39943	2.54501
4.43314	0.376616
