# x_mm	value
0.0168561	2.52785
0.0505682	4.34141
0.0842803	4.80717
0.117992	4.87925
0.151705	4.60266
0.185417	5.09471
0.219129	4.93543
0.252841	4.75908
0.286553	5.0377
0.320265	5.09532
0.353977	4.83566
0.387689	4.85603
0.421402	5.74472
0.455114	5.72142
0.488826	6.55903
0.522538	6.63997
0.55625	6.95082
0.589962	7.54309
0.623674	8.06055
0.657386	8.1567
0.691098	8.28169
0.724811	8.78216
0.758523	8.88033
0.792235	8.99962
0.825947	8.41739
0.859659	9.04673
0.893371	9.65847
0.927083	10.3616
0.960795	11.318
0.994508	11.451
1.02822	12.26
1.06193	13.0058
1.09564	14.1623
1.12936	14.7264
1.16307	15.1224
1.19678	16.4432
1.23049	17.9064
1.2642	19.659
1.29792	20.8345
1.33163	22.2299
1.36534	23.2468
1.39905	25.4215
1.43277	25.6594
1.46648	26.2979
1.50019	27.145
1.5339	27.5285
1.56761	27.8125
1.60133	27.1185
1.63504	26.0638
1.66875	25.704
1.70246	23.6519
1.73617	22.0455
1.76989	19.5597
1.8036	17.3043
1.83731	15.795
1.87102	12.9797
1.90473	10.6087
1.93845	9.55912
1.97216	7.00934
2.00587	5.78799
2.03958	4.2694
2.0733	2.39954
2.10701	2.03521
2.14072	2.14642
2.17443	1.68492
2.20814	1.58574
2.24186	2.38004
2.27557	1.73601
2.30928	1.90239
2.34299	3.17065
2.3767	3.76151
2.41042	4.30009
2.44413	5.55897
2.47784	7.55385
2.51155	9.57796
2.54527	11.4001
2.57898	13.1163
2.61269	14.1214
2.6464	15.4461
2.68011	16.0528
2.71383	16.5433
2.74754	16.3672
2.78125	16.3071
2.81496	16.4632
2.84867	15.6113
2.88239	15.8146
2.9161	16.7738
2.94981	16.0213
2.98352	16.1928
3.01723	15.6854
3.05095	14.8495
3.08466	13.9295
3.11837	13.3519
3.15208	13.6564
3.1858	12.734
3.21951	12.1143
3.25322	12.3214
3.28693	11.8519
3.32064	10.9221
3.35436	10.2831
3.38807	9.48445
3.42178	8.82006
3.45549	7.8069
3.4892	7.32974
3.52292	7.04869
3.55663	6.59298
3.59034	5.66924
3.62405	5.3925
3.65777	5.43796
3.69148	5.19381
3.72519	4.32295
3.7589	3.86828
3.79261	3.29924
3.82633	3.63504
3.86004	4.11293
3.89375	4.38669
3.92746	3.90484
3.96117	4.60099
3.99489	4.95347
4.0286	5.27264
4.06231	5.92681
4.09602	6.29645
4.12973	6.16957
4.16345	6.00564
4.19716	6.14158
4.23087	6.21267
4.26458	6.59928
4.2983	6.49003
4.33201	5.99417
4.36572	5.59607
4.39943	5.05129
4.43314	3.21579
