# x_mm	value
0.0168561	2.28783
0.0505682	2.50529
0.0842803	3.23321
0.117992	3.8266
0.151705	3.58164
0.185417	2.78234
0.219129	2.50875
0.252841	2.65324
0.286553	2.82308
0.320265	2.75107
0.353977	2.59345
0.387689	2.78076
0.421402	3.13243
0.455114	3.84827
0.488826	4.29967
0.522538	4.39498
0.55625	4.49932
0.589962	5.2135
0.623674	5.51081
0.657386	5.61595
0.691098	5.98559
0.724811	6.37135
0.758523	6.08927
0.792235	6.11854
0.825947	5.6349
0.859659	6.02341
0.893371	5.97868
0.927083	6.09433
0.960795	6.42875
0.994508	6.19185
1.02822	6.61899
1.06193	6.73235
1.09564	6.96365
1.12936	6.60588
1.16307	6.87289
1.19678	7.44569
1.23049	8.21739
1.2642	9.07698
1.29792	9.46374
1.33163	10.7316
1.36534	11.5409
1.39905	12.5934
1.43277	12.5243
1.46648	13.0943
1.50019	13.789
1.5339	13.5866
1.56761	14.3388
1.60133	13.6819
1.63504	13.4305
1.66875	13.3316
1.70246	12.3472
1.73617	11.163
1.76989	10.3616
1.8036	9.03398
1.83731	8.40096
1.87102	7.00787
1.90473	5.88321
1.93845	5.60949
1.97216	4.02278
2.00587	3.41297
2.03958	2.15313
2.0733	0.688528
2.10701	1.28202
2.14072	1.21497
2.17443	1.11827
2.20814	0.740173
2.24186	0.543032
2.27557	0.952017
2.30928	1.0454
2.34299	1.15493
2.3767	1.92666
2.41042	2.30525
2.44413	2.82968
2.47784	4.35495
2.51155	5.98445
2.54527	7.15735
2.57898	7.65155
2.61269	8.29486
2.6464	9.50244
2.68011	9.51369
2.71383	9.78259
2.74754	9.46862
2.78125	9.31212
2.81496	9.20813
2.84867	8.68696
2.88239	8.47707
2.9161	8.80512
2.94981	8.23682
2.98352	8.517
3.01723	8.14048
3.05095	7.89266
3.08466	7.52076
3.11837	7.33309
3.15208	7.02827
3.1858	6.69798
3.21951	6.74741
3.25322	7.11749
3.28693	6.12374
3.32064	6.34222
3.35436	6.13678
3.38807	5.24638
3.42178	4.47846
3.45549	4.31355
3.4892	3.96452
3.52292	3.75943
3.55663	3.24246
3.59034	3.20741
3.62405	3.10301
3.65777	3.38094
3.69148	3.45371
3.72519	2.85815
3.7589	2.95597
3.79261	2.20517
3.82633	2.07738
3.86004	2.8203
3.89375	3.33188
3.92746	2.96559
3.96117	2.91146
3.99489	3.28888
4.0286	3.67131
4.06231	4.23346
4.09602	4.77711
4.12973	4.93788
4.16345	4.83479
4.19716	5.23261
4.23087	5.07671
4.26458	5.68522
4.2983	5.71888
4.33201	5.18365
4.36572	5.35467
4.39943	4.88783
4.43314	3.46385
