# x_mm	value
0.0168561	11.3209
0.0505682	11.6742
0.0842803	12.1951
0.117992	12.4562
0.151705	13.0518
0.185417	13.612
0.219129	13.9237
0.252841	15.3435
0.286553	15.9022
0.320265	16.1938
0.353977	17.0667
0.387689	17.4286
0.421402	18.0885
0.455114	18.5676
0.488826	18.0319
0.522538	18.3225
0.55625	18.2109
0.589962	18.4067
0.623674	18.7629
0.657386	19.923
0.691098	19.0493
0.724811	19.6534
0.758523	20.315
0.792235	20.4273
0.825947	20.575
0.859659	21.7061
0.893371	22.0601
0.927083	23.4443
0.960795	24.5216
0.994508	25.4202
1.02822	26.3669
1.06193	28.6239
1.09564	29.8671
1.12936	31.6978
1.16307	32.3669
1.19678	32.4841
1.23049	34.6953
1.2642	34.35
1.29792	35.5272
1.33163	35.3651
1.36534	35.4956
1.39905	36.5519
1.43277	36.4795
1.46648	36.2164
1.50019	36.0324
1.5339	34.9242
1.56761	34.2865
1.60133	33.5388
1.63504	32.7801
1.66875	31.7835
1.70246	30.6143
1.73617	28.5967
1.76989	26.2266
1.8036	22.5596
1.83731	20.6551
1.87102	17.4863
1.90473	13.0265
1.93845	9.75039
1.97216	5.09208
2.00587	4.1784
2.03958	2.8335
2.0733	1.83776
2.10701	1.48742
2.14072	1.35933
2.17443	0.308677
2.20814	0.66791
2.24186	0.758179
2.27557	1.59525
2.30928	2.02706
2.34299	1.96474
2.3767	2.42868
2.41042	3.88087
2.44413	4.97065
2.47784	6.02734
2.51155	7.92018
2.54527	9.11646
2.57898	10.0384
2.61269	11.6001
2.6464	12.2503
2.68011	13.0178
2.71383	14.3285
2.74754	14.6924
2.78125	15.8643
2.81496	16.6171
2.84867	17.1561
2.88239	17.0317
2.9161	17.5254
2.94981	17.4297
2.98352	17.2591
3.01723	16.4715
3.05095	16.5389
3.08466	16.1252
3.11837	15.7126
3.15208	14.2721
3.1858	14.4785
3.21951	14.2905
3.25322	14.0671
3.28693	14.1305
3.32064	13.4144
3.35436	13.72
3.38807	13.4336
3.42178	13.0712
3.45549	12.8588
3.4892	12.6637
3.52292	12.2449
3.55663	11.7035
3.59034	11.8775
3.62405	11.5168
3.65777	10.7041
3.69148	10.9192
3.72519	9.60571
3.7589	9.97408
3.79261	9.97505
3.82633	9.97995
3.86004	10.377
3.89375	9.95222
3.92746	10.3061
3.96117	9.67133
3.99489	9.63462
4.0286	9.22873
4.06231	9.02758
4.09602	8.19175
4.12973	7.82214
4.16345	7.5416
4.19716	7.23087
4.23087	7.00604
4.26458	6.12478
4.2983	5.5469
4.33201	4.22771
4.36572	3.16557
4.39943	1.68711
4.43314	-0.361458
