# x_mm	value
0.0168561	15.4781
0.0505682	17.6501
0.0842803	18.2059
0.117992	19.3777
0.151705	20.4798
0.185417	21.5832
0.219129	21.7843
0.252841	22.9088
0.286553	24.2747
0.320265	24.3669
0.353977	24.2817
0.387689	25.3108
0.421402	25.6463
0.455114	25.7291
0.488826	26.1164
0.522538	26.8858
0.55625	26.8341
0.589962	27.3088
0.623674	27.8219
0.657386	27.9923
0.691098	28.2578
0.724811	28.485
0.758523	29.7341
0.792235	30.1546
0.825947	30.4614
0.859659	31.088
0.893371	32.6954
0.927083	32.9277
0.960795	33.2918
0.994508	33.4635
1.02822	34.4413
1.06193	35.6418
1.09564	36.461
1.12936	37.6235
1.16307	38.51
1.19678	38.5669
1.23049	39.0856
1.2642	39.6869
1.29792	40.4288
1.33163	40.4467
1.36534	40.9875
1.39905	41.8575
1.43277	41.7291
1.46648	41.8077
1.50019	41.8991
1.5339	40.8045
1.56761	39.4483
1.60133	37.7994
1.63504	35.8757
1.66875	33.4241
1.70246	30.2608
1.73617	28.0591
1.76989	24.7501
1.8036	22.2239
1.83731	19.4976
1.87102	15.7076
1.90473	12.1839
1.93845	8.33816
1.97216	5.42578
2.00587	3.62109
2.03958	2.94051
2.0733	2.01685
2.10701	1.6019
2.14072	1.61227
2.17443	1.73615
2.20814	1.63782
2.24186	1.54128
2.27557	1.46714
2.30928	2.40162
2.34299	2.01158
2.3767	2.95584
2.41042	4.26783
2.44413	5.54589
2.47784	6.78723
2.51155	7.6277
2.54527	10.4482
2.57898	11.4099
2.61269	11.9601
2.6464	13.8236
2.68011	15.7441
2.71383	16.951
2.74754	18.6763
2.78125	20.7036
2.81496	21.6892
2.84867	22.8734
2.88239	23.4622
2.9161	24.0706
2.94981	24.3501
2.98352	24.7776
3.01723	25.3797
3.05095	24.5777
3.08466	24.2546
3.11837	24.4567
3.15208	23.577
3.1858	23.2724
3.21951	22.9153
3.25322	22.4291
3.28693	21.9912
3.32064	21.0319
3.35436	20.6211
3.38807	20.2956
3.42178	19.7705
3.45549	19.8088
3.4892	20.133
3.52292	19.7623
3.55663	19.6223
3.59034	19.336
3.62405	18.8276
3.65777	18.0301
3.69148	17.6642
3.72519	17.0792
3.7589	17.2419
3.79261	16.5704
3.82633	15.9762
3.86004	15.665
3.89375	15.5826
3.92746	15.7056
3.96117	14.9865
3.99489	15.0384
4.0286	14.7818
4.06231	14.6616
4.09602	14.1369
4.12973	13.6084
4.16345	12.4353
4.19716	12.5723
4.23087	11.0676
4.26458	10.6288
4.2983	9.84776
4.33201	8.41084
4.36572	6.58675
4.39943	4.53032
4.43314	2.05942
