# x_mm	value
0.0168561	12.5815
0.0505682	15.617
0.0842803	17.2162
0.117992	18.9186
0.151705	19.9279
0.185417	21.1811
0.219129	21.5379
0.252841	22.3807
0.286553	23.4709
0.320265	23.5198
0.353977	23.6509
0.387689	23.8873
0.421402	24.9036
0.455114	24.9402
0.488826	25.3486
0.522538	26.031
0.55625	26.0673
0.589962	26.6003
0.623674	27.1277
0.657386	27.4385
0.691098	27.8425
0.724811	28.0454
0.758523	28.9025
0.792235	29.3192
0.825947	29.408
0.859659	30.7799
0.893371	31.927
0.927083	32.2703
0.960795	33.022
0.994508	33.9082
1.02822	33.8967
1.06193	35.1963
1.09564	35.8863
1.12936	37.2782
1.16307	38.4046
1.19678	38.5068
1.23049	39.3895
1.2642	40.0057
1.29792	40.4958
1.33163	40.7322
1.36534	41.4594
1.39905	42.3862
1.43277	42.355
1.46648	42.5679
1.50019	42.99
1.5339	42.3039
1.56761	41.231
1.60133	39.5124
1.63504	37.5902
1.66875	35.8325
1.70246	32.9563
1.73617	30.5198
1.76989	28.1227
1.8036	25.9291
1.83731	23.2648
1.87102	19.404
1.90473	16.2819
1.93845	12.6154
1.97216	9.79422
2.00587	7.24875
2.03958	5.42557
2.0733	4.6779
2.10701	3.39681
2.14072	3.28927
2.17443	2.93879
2.20814	3.08601
2.24186	2.94231
2.27557	2.67903
2.30928	2.39707
2.34299	2.82639
2.3767	3.66211
2.41042	4.26156
2.44413	5.16197
2.47784	5.94007
2.51155	6.57957
2.54527	8.43323
2.57898	9.41869
2.61269	10.6052
2.6464	11.8313
2.68011	13.7529
2.71383	15.6827
2.74754	17.471
2.78125	19.6845
2.81496	20.7324
2.84867	21.9523
2.88239	23.1187
2.9161	23.5753
2.94981	23.8392
2.98352	24.6018
3.01723	25.8062
3.05095	24.9565
3.08466	24.5974
3.11837	24.5422
3.15208	24.3404
3.1858	23.7418
3.21951	23.7267
3.25322	23.1027
3.28693	23.2718
3.32064	22.2291
3.35436	21.59
3.38807	21.2598
3.42178	21.0698
3.45549	20.6806
3.4892	20.8799
3.52292	20.6745
3.55663	20.17
3.59034	20.0149
3.62405	19.6711
3.65777	18.7298
3.69148	18.6065
3.72519	18.1528
3.7589	18.1138
3.79261	17.5146
3.82633	17.5046
3.86004	17.1021
3.89375	16.8377
3.92746	16.3621
3.96117	15.7405
3.99489	15.8226
4.0286	15.6993
4.06231	15.7646
4.09602	15.1661
4.12973	14.7324
4.16345	13.8088
4.19716	13.3372
4.23087	12.1757
4.26458	11.599
4.2983	10.9489
4.33201	9.98281
4.36572	9.29958
4.39943	7.94446
4.43314	5.97253
