# x_mm	value
0.0168561	5.52193
0.0505682	7.58875
0.0842803	8.88098
0.117992	10.2609
0.151705	10.3889
0.185417	11.0603
0.219129	11.8371
0.252841	12.9407
0.286553	13.8104
0.320265	14.1563
0.353977	14.6942
0.387689	14.9633
0.421402	15.2292
0.455114	16.4505
0.488826	16.0452
0.522538	16.0648
0.55625	16.4544
0.589962	16.753
0.623674	16.6363
0.657386	17.3335
0.691098	16.7807
0.724811	17.4855
0.758523	17.6065
0.792235	17.4472
0.825947	17.5475
0.859659	18.1965
0.893371	18.7685
0.927083	19.698
0.960795	20.2127
0.994508	20.9267
1.02822	21.6872
1.06193	23.1359
1.09564	24.1925
1.12936	26.2557
1.16307	26.167
1.19678	26.8133
1.23049	28.4545
1.2642	28.0834
1.29792	28.6419
1.33163	28.0345
1.36534	28.1047
1.39905	28.9702
1.43277	28.5266
1.46648	28.2059
1.50019	28.0688
1.5339	27.289
1.56761	26.5869
1.60133	25.0503
1.63504	24.2962
1.66875	23.4264
1.70246	22.2363
1.73617	20.6177
1.76989	19.5618
1.8036	18.1096
1.83731	17.2199
1.87102	15.7394
1.90473	13.2935
1.93845	11.6448
1.97216	7.64849
2.00587	6.86018
2.03958	5.43614
2.0733	4.25299
2.10701	2.96032
2.14072	1.93253
2.17443	1.81168
2.20814	1.43213
2.24186	1.63724
2.27557	1.73672
2.30928	1.03479
2.34299	0.973477
2.3767	1.58736
2.41042	1.70948
2.44413	2.43663
2.47784	3.64585
2.51155	4.30452
2.54527	5.33575
2.57898	5.66997
2.61269	7.09378
2.6464	7.42875
2.68011	8.14869
2.71383	9.51925
2.74754	10.3067
2.78125	11.1607
2.81496	12.0177
2.84867	12.1048
2.88239	12.2296
2.9161	12.4119
2.94981	12.1704
2.98352	12.1262
3.01723	11.4538
3.05095	11.6663
3.08466	10.8442
3.11837	10.9335
3.15208	9.87827
3.1858	10.1618
3.21951	10.2924
3.25322	10.2675
3.28693	9.94541
3.32064	9.84324
3.35436	9.63568
3.38807	9.91471
3.42178	9.93165
3.45549	9.77061
3.4892	9.32993
3.52292	9.03333
3.55663	8.39605
3.59034	8.46491
3.62405	7.71498
3.65777	7.44942
3.69148	7.90547
3.72519	6.98016
3.7589	7.23872
3.79261	7.00871
3.82633	7.32348
3.86004	8.02594
3.89375	7.67354
3.92746	7.83569
3.96117	7.67239
3.99489	7.683
4.0286	7.71517
4.06231	7.07568
4.09602	6.57074
4.12973	6.10037
4.16345	5.8835
4.19716	5.57548
4.23087	5.71072
4.26458	5.19816
4.2983	4.75645
4.33201	4.44232
4.36572	4.16728
4.39943	4.19232
4.43314	3.63329
