# x_mm	value
0.0168561	5.65845
0.0505682	7.49302
0.0842803	8.08704
0.117992	9.53561
0.151705	10.1175
0.185417	10.926
0.219129	11.0071
0.252841	11.8162
0.286553	12.6799
0.320265	12.9687
0.353977	13.1095
0.387689	13.859
0.421402	14.201
0.455114	14.6251
0.488826	15.0576
0.522538	15.8031
0.55625	15.6452
0.589962	16.0958
0.623674	16.4432
0.657386	16.4981
0.691098	16.8809
0.724811	17.0303
0.758523	17.4892
0.792235	18.1253
0.825947	18.1339
0.859659	18.8167
0.893371	19.834
0.927083	20.0123
0.960795	20.3894
0.994508	21.6344
1.02822	21.1313
1.06193	22.0745
1.09564	22.4115
1.12936	23.4039
1.16307	23.8661
1.19678	24.0348
1.23049	24.0494
1.2642	24.3552
1.29792	24.7952
1.33163	24.6433
1.36534	24.6116
1.39905	25.1731
1.43277	24.8917
1.46648	24.9719
1.50019	25.0544
1.5339	24.6266
1.56761	23.717
1.60133	21.9452
1.63504	21.3119
1.66875	19.947
1.70246	18.441
1.73617	17.3922
1.76989	15.5115
1.8036	14.5686
1.83731	13.2321
1.87102	11.23
1.90473	10.0033
1.93845	7.74173
1.97216	6.33366
2.00587	4.7776
2.03958	3.61459
2.0733	2.65311
2.10701	2.23698
2.14072	1.25474
2.17443	1.44043
2.20814	1.57185
2.24186	1.50511
2.27557	1.76159
2.30928	1.55728
2.34299	1.35632
2.3767	1.75203
2.41042	2.20761
2.44413	2.58878
2.47784	3.0662
2.51155	3.15741
2.54527	3.91705
2.57898	4.67008
2.61269	5.37427
2.6464	6.49382
2.68011	7.64982
2.71383	9.05044
2.74754	10.2853
2.78125	11.9471
2.81496	12.9775
2.84867	13.3684
2.88239	14.4134
2.9161	14.7717
2.94981	15.1827
2.98352	15.4086
3.01723	16.2717
3.05095	15.9648
3.08466	15.3673
3.11837	15.9784
3.15208	15.3388
3.1858	15.3979
3.21951	15.2715
3.25322	14.9653
3.28693	14.825
3.32064	14.3599
3.35436	13.9843
3.38807	13.8276
3.42178	13.6758
3.45549	13.4361
3.4892	14.1097
3.52292	13.7535
3.55663	13.5216
3.59034	13.6316
3.62405	12.9053
3.65777	12.3199
3.69148	12.2115
3.72519	11.6167
3.7589	11.8827
3.79261	11.1038
3.82633	10.9118
3.86004	10.8226
3.89375	10.7092
3.92746	10.6038
3.96117	9.82515
3.99489	9.98051
4.0286	9.69843
4.06231	9.37511
4.09602	9.47213
4.12973	9.39936
4.16345	8.86178
4.19716	8.75248
4.23087	7.73393
4.26458	7.92724
4.2983	7.22263
4.33201	6.57947
4.36572	5.93422
4.39943	5.72982
4.43314	4.31259
