# x_mm	value
0.0168561	3.77571
0.0505682	5.0427
0.0842803	6.67446
0.117992	7.42555
0.151705	8.0689
0.185417	8.74026
0.219129	9.28833
0.252841	10.0319
0.286553	9.91823
0.320265	10.2301
0.353977	10.5753
0.387689	10.5636
0.421402	10.7069
0.455114	11.4536
0.488826	11.5498
0.522538	11.1575
0.55625	11.6732
0.589962	11.7885
0.623674	12.0488
0.657386	12.2687
0.691098	12.4299
0.724811	12.2472
0.758523	12.8444
0.792235	12.9689
0.825947	13.4747
0.859659	14.4449
0.893371	14.8001
0.927083	15.2062
0.960795	15.3478
0.994508	15.401
1.02822	16.3622
1.06193	16.7575
1.09564	17.0477
1.12936	17.2779
1.16307	17.8717
1.19678	18.5711
1.23049	18.4338
1.2642	19.9756
1.29792	20.1448
1.33163	21.1857
1.36534	21.2873
1.39905	21.2718
1.43277	21.6194
1.46648	21.6708
1.50019	21.1607
1.5339	20.4897
1.56761	19.6994
1.60133	18.9821
1.63504	18.1117
1.66875	17.7518
1.70246	15.8428
1.73617	14.1054
1.76989	13.4206
1.8036	12.4649
1.83731	10.855
1.87102	9.87835
1.90473	8.78036
1.93845	7.23861
1.97216	5.90369
2.00587	3.87981
2.03958	2.8439
2.0733	3.12037
2.10701	1.87157
2.14072	1.52948
2.17443	1.43636
2.20814	1.82252
2.24186	1.67604
2.27557	1.53988
2.30928	0.90244
2.34299	1.83386
2.3767	1.90555
2.41042	2.13158
2.44413	2.6501
2.47784	3.24466
2.51155	4.6641
2.54527	5.99424
2.57898	6.22724
2.61269	7.29447
2.6464	7.49805
2.68011	8.05011
2.71383	8.72749
2.74754	9.29477
2.78125	9.65517
2.81496	10.3972
2.84867	10.8239
2.88239	10.8258
2.9161	10.4021
2.94981	10.2064
2.98352	9.90038
3.01723	9.95468
3.05095	9.53597
3.08466	8.73653
3.11837	8.3711
3.15208	8.57231
3.1858	8.00108
3.21951	7.68288
3.25322	7.11057
3.28693	6.71129
3.32064	6.42666
3.35436	5.68883
3.38807	5.50324
3.42178	4.78968
3.45549	4.28561
3.4892	4.33389
3.52292	4.46664
3.55663	3.85304
3.59034	3.00182
3.62405	2.61506
3.65777	1.99493
3.69148	1.52729
3.72519	1.7164
3.7589	1.23247
3.79261	1.43788
3.82633	2.20054
3.86004	2.41175
3.89375	3.13507
3.92746	4.02922
3.96117	4.9419
3.99489	5.61048
4.0286	5.76485
4.06231	6.11354
4.09602	6.41508
4.12973	6.50753
4.16345	6.8883
4.19716	7.0165
4.23087	6.89374
4.26458	7.29101
4.2983	7.16885
4.33201	6.21184
4.36572	6.05637
4.39943	4.71743
4.43314	3.89376
