# x_mm	value
0.0168561	11.046
0.0505682	13.2129
0.0842803	15.1075
0.117992	15.7805
0.151705	17.3535
0.185417	17.829
0.219129	17.6613
0.252841	18.8764
0.286553	19.4029
0.320265	19.4461
0.353977	20.2312
0.387689	20.4254
0.421402	20.5861
0.455114	21.2485
0.488826	20.9878
0.522538	22.0195
0.55625	21.8459
0.589962	22.5338
0.623674	22.5413
0.657386	23.0699
0.691098	23.754
0.724811	24.3552
0.758523	24.5539
0.792235	24.8783
0.825947	27.3526
0.859659	25.279
0.893371	26.6769
0.927083	27.7545
0.960795	28.4827
0.994508	29.1813
1.02822	29.8775
1.06193	30.5345
1.09564	30.5477
1.12936	30.6882
1.16307	32.1704
1.19678	32.0026
1.23049	33.6095
1.2642	34.6856
1.29792	35.9026
1.33163	36.4087
1.36534	37.5725
1.39905	38.0963
1.43277	38.7687
1.46648	39.4166
1.50019	39.8169
1.5339	39.2782
1.56761	38.7448
1.60133	37.4886
1.63504	36.8069
1.66875	34.9605
1.70246	32.7611
1.73617	31.3198
1.76989	28.751
1.8036	26.7304
1.83731	24.3395
1.87102	21.3973
1.90473	18.7645
1.93845	13.5078
1.97216	10.6042
2.00587	8.3408
2.03958	5.80703
2.0733	4.01084
2.10701	3.09766
2.14072	2.98606
2.17443	2.96222
2.20814	2.32873
2.24186	2.03267
2.27557	2.90445
2.30928	2.45389
2.34299	2.13133
2.3767	2.93845
2.41042	3.58852
2.44413	4.54409
2.47784	6.18323
2.51155	6.86814
2.54527	7.94879
2.57898	8.72847
2.61269	8.88356
2.6464	10.9521
2.68011	11.8437
2.71383	12.6862
2.74754	13.9303
2.78125	14.9469
2.81496	15.6334
2.84867	16.6406
2.88239	16.8902
2.9161	18.0066
2.94981	18.7996
2.98352	18.2393
3.01723	19.7139
3.05095	19.6875
3.08466	19.6709
3.11837	19.9576
3.15208	19.5707
3.1858	18.9291
3.21951	19.4875
3.25322	16.2779
3.28693	18.4468
3.32064	18.2714
3.35436	18.0459
3.38807	17.2106
3.42178	16.575
3.45549	15.9973
3.4892	15.1417
3.52292	14.6311
3.55663	14.6412
3.59034	13.727
3.62405	13.9544
3.65777	13.3847
3.69148	14.0562
3.72519	13.1134
3.7589	12.9196
3.79261	13.2019
3.82633	11.8467
3.86004	12.4341
3.89375	11.7213
3.92746	11.0908
3.96117	10.5722
3.99489	9.38125
4.0286	8.84485
4.06231	8.55276
4.09602	7.71065
4.12973	7.47445
4.16345	6.8441
4.19716	6.7929
4.23087	6.37248
4.26458	5.89909
4.2983	6.45601
4.33201	5.89533
4.36572	5.48325
4.39943	5.3944
4.43314	4.42168
